listing_id,unit_id,project_id,project_name,university,distance_to_campus_m,facility_count,agent_id,floor,size_sqm,room_type,view,furnished,week_listed,date_listed,season_listed,asking_rent,first_asking_rent,weeks_on_market,n_viewings,leased,week_leased,tenant_segment,lease_months
LS001828,U040223,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,4,43.1,1BR Plus,standard,True,5,2023-02-07,peak,13040.0,14450.0,13,8,True,18,year1,6
LS009467,U050613,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,4,26.5,studio,standard,True,65,2024-04-02,peak,9870.0,10350.0,6,3,True,71,firstjob,6
LS009502,U000500,0,Kave Condo,ม.กรุงเทพ,100,20,AG06,7,25.5,studio,city,True,66,2024-04-09,off,10390.0,10390.0,1,3,True,67,year2_3,12
LS000438,U020687,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,6,21.3,studio,pool,True,0,2023-01-03,normal,12000.0,12000.0,2,3,True,2,year2_3,12
LS018155,U050693,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,4,22.9,studio,standard,True,117,2025-04-01,off,10250.0,10250.0,1,3,True,118,year2_3,6
LS005849,U140353,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,4,20.6,studio,standard,True,48,2023-12-05,normal,8800.0,9260.0,4,4,True,52,year1,6
LS029242,U000188,0,Kave Condo,ม.กรุงเทพ,100,20,AG02,2,25.4,studio,pool,False,174,2026-05-05,peak,10420.0,10970.0,8,8,False,,,
LS006692,U090156,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG05,1,25.5,studio,standard,True,52,2024-01-02,normal,10750.0,10750.0,2,3,True,54,year4,12
LS009528,U010706,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,6,33.8,1BR,city,True,66,2024-04-09,peak,11190.0,11780.0,4,3,True,70,year1,12
LS000103,U000539,0,Kave Condo,ม.กรุงเทพ,100,20,AG05,6,34.3,1BR,standard,True,0,2023-01-03,peak,10100.0,11920.0,22,8,True,22,year4,12
LS024951,U080668,8,Kave Carnival,ม.รังสิต,400,40,AG04,8,22.7,studio,standard,True,156,2025-12-30,peak,8520.0,10040.0,21,4,True,177,year2_3,12
LS009272,U031512,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,7,20.7,studio,standard,True,63,2024-03-19,off,10710.0,10710.0,1,3,True,64,year2_3,12
LS010143,U061224,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,5,28.5,1BR,standard,True,69,2024-04-30,peak,12700.0,12700.0,1,4,True,70,year1,12
LS014801,U070466,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,6,24.6,studio,standard,True,104,2024-12-31,peak,9250.0,10900.0,19,4,True,123,year1,6
LS008357,U150461,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG01,6,26.2,studio,standard,True,52,2024-01-02,off,9050.0,10030.0,8,4,True,60,year1,12
LS006221,U060692,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,7,43.2,1BR Plus,city,True,50,2023-12-19,normal,14800.0,15530.0,5,6,True,55,year4,6
LS011158,U041042,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,8,27.6,1BR,pool,True,78,2024-07-02,shoulder,14240.0,16630.0,14,58,True,92,year1,6
LS022290,U020987,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,5,23.1,studio,standard,True,146,2025-10-21,shoulder,10190.0,10190.0,0,3,True,146,year4,6
LS018133,U040478,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,5,22.3,studio,standard,False,117,2025-04-01,peak,9250.0,10250.0,9,9,True,126,year1,6
LS001796,U020484,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,4,30.1,1BR,standard,False,5,2023-02-07,peak,9430.0,11120.0,19,23,True,24,year1,12
LS001610,U021005,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,3,22.9,studio,standard,False,2,2023-01-17,off,7990.0,8850.0,10,4,True,12,year1,12
LS007793,U130143,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG06,4,34.5,1BR,standard,True,52,2024-01-02,peak,10470.0,12190.0,22,3,True,74,year2_3,6
LS012346,U041058,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,1,39.2,1BR Plus,city,True,91,2024-10-01,shoulder,15340.0,15340.0,0,3,True,91,year1,12
LS003587,U061116,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,3,35.0,1BR,standard,True,27,2023-07-11,peak,14770.0,14770.0,0,3,True,27,firstjob,6
LS018897-B,U140041,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG02,6,44.0,1BR Plus,city,False,120,2025-04-22,peak,13420.0,13710.0,6,5,True,126,year1,12
LS028732,U040311,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,8,24.0,studio,city,True,172,2026-04-21,off,9050.0,9050.0,0,3,True,172,year1,12
LS004657,U010108,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,1,21.8,studio,city,False,39,2023-10-03,off,8920.0,10520.0,28,15,True,67,year4,12
LS008028,U150132,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG03,6,22.3,studio,standard,True,52,2024-01-02,peak,8200.0,9660.0,27,4,True,79,year4,12
LS001459,U140266,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,6,32.7,1BR,standard,True,0,2023-01-03,off,11650.0,12260.0,5,4,True,5,year2_3,12
LS008304,U150408,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG04,6,22.1,studio,city,True,52,2024-01-02,peak,8250.0,9730.0,23,3,True,75,year2_3,6
LS019288,U100040,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG02,7,21.1,studio,city,True,122,2025-05-06,peak,9500.0,9500.0,0,3,True,122,year4,12
LS009461,U040871,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,8,41.0,1BR Plus,standard,True,65,2024-04-02,peak,13440.0,14100.0,6,4,True,71,firstjob,12
LS012270,U010239,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,8,27.4,1BR,standard,True,91,2024-10-01,shoulder,11760.0,11760.0,2,8,True,93,year1,12
LS018456,U150071,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG03,8,28.8,1BR,city,True,118,2025-04-08,peak,11770.0,12950.0,11,5,True,129,year4,12
LS028865,U071246,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,3,28.2,1BR,standard,True,172,2026-04-21,peak,11780.0,11780.0,3,3,True,175,year1,12
LS023107,U011023,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,7,21.7,studio,standard,True,149,2025-11-11,shoulder,10020.0,10020.0,2,7,True,151,year1,12
LS022323,U031053,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,6,21.7,studio,city,True,146,2025-10-21,shoulder,10420.0,10420.0,0,3,True,146,year1,12
LS003904,U031661,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,8,35.5,1BR,pool,True,31,2023-08-08,normal,12600.0,12600.0,0,5,True,31,year1,12
LS010865,U061162,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,1,21.7,studio,standard,True,75,2024-06-11,peak,11110.0,11110.0,1,14,True,76,year1,12
LS002038,U030339,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,8,25.7,studio,standard,True,8,2023-02-28,off,10460.0,10460.0,0,3,True,8,year1,12
LS011952,U030121,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,3,37.5,1BR Plus,city,True,88,2024-09-10,shoulder,15140.0,15940.0,7,11,True,95,year1,12
LS020977,U040259,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,2,23.2,studio,city,True,137,2025-08-19,normal,11340.0,11340.0,0,4,True,137,year2_3,12
LS021737,U000507,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,3,38.0,1BR Plus,standard,False,143,2025-09-30,shoulder,14340.0,14340.0,2,3,True,145,year1,12
LS026856,U000027,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,8,34.4,1BR,standard,True,164,2026-02-24,peak,11210.0,12320.0,11,5,True,175,year1,12
LS015946,U110176,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG01,5,34.1,1BR,standard,True,104,2024-12-31,peak,10110.0,11930.0,25,5,True,129,year1,6
LS004654,U000357,0,Kave Condo,ม.กรุงเทพ,100,20,AG03,1,33.6,1BR,standard,True,39,2023-10-03,shoulder,11700.0,11700.0,3,6,True,42,year2_3,6
LS012383,U140382,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,4,21.3,studio,standard,True,91,2024-10-01,shoulder,10130.0,10130.0,2,4,True,93,year2_3,12
LS027470,U000401,0,Kave Condo,ม.กรุงเทพ,100,20,AG05,8,24.6,studio,standard,False,168,2026-03-24,peak,9100.0,9580.0,6,4,True,174,year1,6
LS021079,U031375,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,3,22.5,studio,pool,True,138,2025-08-26,normal,10470.0,10470.0,0,4,True,138,year1,6
LS023596,U000345,0,Kave Condo,ม.กรุงเทพ,100,20,AG03,3,28.1,1BR,standard,False,152,2025-12-02,normal,9210.0,10860.0,30,14,False,,,
LS002894,U010898,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,5,34.5,1BR,city,False,20,2023-05-23,peak,14260.0,15010.0,7,36,True,27,year1,12
LS025109-B,U080826,8,Kave Carnival,ม.รังสิต,400,40,AG03,1,24.4,studio,pool,False,156,2025-12-30,peak,10450.0,12090.0,20,5,True,176,year2_3,12
LS014779,U070444,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,6,31.2,1BR,standard,True,104,2024-12-31,normal,13450.0,13450.0,3,4,True,107,year1,12
LS001834,U050132,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,8,28.4,1BR,pool,True,5,2023-02-07,off,12590.0,12590.0,1,3,True,6,year1,6
LS018811,U040547,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,7,24.2,studio,standard,True,120,2025-04-22,peak,9640.0,9640.0,3,4,True,123,year2_3,12
LS012771-B,U050523,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,1,34.9,1BR,standard,False,94,2024-10-22,shoulder,11640.0,11410.0,1,4,True,95,year1,6
LS005071,U050702,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,4,32.3,1BR,standard,True,42,2023-10-24,shoulder,11520.0,12130.0,4,15,True,46,year1,12
LS023935,U020652,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,3,22.1,studio,city,False,154,2025-12-16,off,8670.0,9610.0,10,9,True,164,year2_3,6
LS006607,U090071,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,3,24.6,studio,city,True,52,2024-01-02,off,9350.0,9840.0,6,3,True,58,year1,6
LS019783,U061179,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,8,41.1,1BR Plus,city,True,125,2025-05-27,peak,17890.0,17890.0,0,4,True,125,year1,6
LS015752,U071417,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,5,25.3,studio,city,True,104,2024-12-31,off,10460.0,11010.0,5,3,True,109,year1,12
LS014896,U070561,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG05,8,21.8,studio,standard,False,104,2024-12-31,peak,9860.0,11470.0,25,34,True,129,year1,6
LS025908,U180229,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG02,4,21.3,studio,standard,True,156,2025-12-30,peak,9250.0,10760.0,20,4,True,176,year2_3,12
LS014242,U130209,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG05,1,26.8,studio,standard,True,103,2024-12-24,normal,9120.0,9120.0,0,3,True,103,year4,6
LS016241,U120226,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG05,6,40.1,1BR Plus,standard,True,104,2024-12-31,peak,13340.0,15580.0,20,7,True,124,year1,12
LS012991,U100207,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG06,5,27.4,1BR,standard,True,95,2024-10-29,peak,9580.0,11140.0,33,9,True,128,year1,12
LS024133,U090308,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG04,4,21.9,studio,standard,True,155,2025-12-23,normal,9180.0,9180.0,0,3,True,155,year1,6
LS006328,U030936,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,6,24.2,studio,pool,False,51,2023-12-26,peak,9090.0,10720.0,20,12,True,71,year2_3,6
LS008407,U150511,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG05,4,23.2,studio,standard,True,52,2024-01-02,peak,7940.0,9360.0,21,3,True,73,year2_3,12
LS011443,U020254,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,2,24.3,studio,city,False,82,2024-07-30,normal,11090.0,11670.0,6,14,True,88,year1,6
LS015138,U070803,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,5,23.4,studio,city,True,104,2024-12-31,off,10480.0,11520.0,10,3,True,114,year4,12
LS006760,U090224,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,1,27.2,1BR,standard,False,52,2024-01-02,peak,9640.0,11360.0,25,4,True,77,year1,6
LS024800,U080517,8,Kave Carnival,ม.รังสิต,400,40,AG03,4,46.1,1BR Plus,standard,True,156,2025-12-30,normal,14800.0,14800.0,1,3,True,157,year2_3,12
LS016859,U120844,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG03,5,37.4,1BR Plus,standard,True,104,2024-12-31,peak,13440.0,15680.0,18,4,True,122,year1,6
LS000860,U040249,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,5,30.0,1BR,standard,True,0,2023-01-03,off,10260.0,10800.0,5,4,True,5,year1,12
LS004985,U020494,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,6,22.3,studio,standard,True,42,2023-10-24,shoulder,10480.0,10480.0,0,4,True,42,year1,6
LS016935,U120920,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG03,5,25.0,studio,standard,True,104,2024-12-31,off,8900.0,9860.0,10,3,True,114,year2_3,12
LS026055,U180376,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG04,6,25.6,studio,pool,True,156,2025-12-30,peak,9620.0,11340.0,20,3,True,176,year2_3,12
LS018871,U090385,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG03,8,40.2,1BR Plus,standard,True,120,2025-04-22,peak,12580.0,12580.0,2,3,True,122,year1,12
LS029374,U070992,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,4,26.1,studio,pool,False,174,2026-05-05,peak,12880.0,12880.0,1,8,True,175,year2_3,12
LS010450,U140144,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,5,33.2,1BR,standard,True,72,2024-05-21,peak,13810.0,13810.0,0,4,True,72,year1,6
LS009879,U140086,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,4,39.7,1BR Plus,standard,True,67,2024-04-16,peak,13400.0,13400.0,3,3,True,70,year2_3,12
LS015860,U110090,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG02,6,29.5,1BR,standard,True,104,2024-12-31,peak,10670.0,12430.0,21,3,True,125,year1,12
LS004288,U030892,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,8,26.4,studio,pool,True,35,2023-09-05,normal,11030.0,11030.0,3,7,True,38,year1,12
LS009695,U060285,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,5,31.3,1BR,standard,True,66,2024-04-09,off,12720.0,12720.0,1,3,True,67,year2_3,6
LS014797,U070462,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,3,33.4,1BR,pool,True,104,2024-12-31,peak,12040.0,14190.0,20,4,True,124,year1,6
LS010090,U030168,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,6,25.3,studio,pool,True,69,2024-04-30,peak,10370.0,10370.0,1,3,True,70,year4,12
LS002553,U030693,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,2,25.8,studio,standard,False,15,2023-04-18,peak,9620.0,9620.0,3,3,True,18,year2_3,6
LS012591,U050052,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,2,24.4,studio,city,True,93,2024-10-15,shoulder,9700.0,9700.0,1,6,True,94,year2_3,6
LS001544,U030722,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,3,22.1,studio,standard,True,1,2023-01-10,normal,10380.0,10380.0,1,3,True,2,year4,12
LS008220,U150324,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG01,7,32.8,1BR,city,True,52,2024-01-02,peak,11340.0,13220.0,21,3,True,73,firstjob,6
LS022287,U020858,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,7,44.8,1BR Plus,city,True,146,2025-10-21,normal,15700.0,17400.0,13,14,True,159,year1,12
LS012943,U040890,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,4,30.7,1BR,pool,True,95,2024-10-29,shoulder,14210.0,14210.0,1,4,True,96,year1,6
LS013318,U050946,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,4,22.2,studio,standard,True,97,2024-11-12,shoulder,11340.0,11340.0,1,5,True,98,year1,12
LS015945,U110175,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG06,8,23.7,studio,standard,True,104,2024-12-31,normal,8240.0,8670.0,4,3,True,108,year2_3,12
LS016034,U120019,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,4,28.5,1BR,standard,False,104,2024-12-31,off,11970.0,12560.0,5,3,True,109,year2_3,12
LS002661,U140116,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG02,8,35.0,1BR,pool,True,16,2023-04-25,peak,12390.0,12390.0,3,3,True,19,year2_3,6
LS025614,U160451,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG01,7,22.4,studio,standard,True,156,2025-12-30,peak,8080.0,9530.0,23,4,True,179,year4,6
LS010346,U010885,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,2,24.8,studio,standard,True,72,2024-05-21,peak,9700.0,9700.0,1,8,True,73,year2_3,6
LS030348,U140129,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,8,34.6,1BR,city,False,180,2026-06-16,peak,15580.0,15580.0,2,1,False,,,
LS016289,U120274,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG06,2,25.7,studio,pool,True,104,2024-12-31,peak,9270.0,10930.0,22,3,True,126,year2_3,12
LS011178,U060145,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,6,27.6,1BR,standard,True,78,2024-07-02,peak,14060.0,14060.0,0,11,True,78,year1,6
LS009731,U000077,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,3,26.9,studio,standard,False,67,2024-04-16,peak,8110.0,8990.0,11,7,True,78,year1,12
LS010564,U060501,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG06,6,31.7,1BR,city,True,73,2024-05-28,peak,14560.0,14560.0,1,6,True,74,year1,12
LS004789,U050263,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,5,26.1,studio,city,True,40,2023-10-10,shoulder,11190.0,11190.0,1,6,True,41,year1,12
LS000885,U040405,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,8,31.8,1BR,standard,True,0,2023-01-03,normal,12610.0,12610.0,3,3,True,3,year1,12
LS006420,U140256,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG06,7,33.0,1BR,pool,True,51,2023-12-26,peak,11560.0,13630.0,20,9,True,71,firstjob,6
LS012805,U061164,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,3,31.5,1BR,city,True,94,2024-10-22,shoulder,13300.0,13300.0,1,4,True,95,firstjob,6
LS025136,U100411,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,6,27.2,1BR,standard,True,156,2025-12-30,peak,8340.0,9830.0,24,9,True,180,year1,12
LS008004,U150108,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG01,8,33.1,1BR,standard,False,52,2024-01-02,peak,9790.0,11540.0,28,3,True,80,year1,12
LS010328,U000278,0,Kave Condo,ม.กรุงเทพ,100,20,AG06,6,21.2,studio,standard,False,72,2024-05-21,shoulder,9050.0,10670.0,22,19,True,94,year2_3,12
LS004220,U050234,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG06,7,29.1,1BR,standard,True,34,2023-08-29,normal,13020.0,13020.0,0,4,True,34,year1,6
LS025286-B,U160123,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG05,1,29.3,1BR,standard,True,156,2025-12-30,peak,10170.0,11790.0,23,3,True,179,year1,12
LS023231,U120322,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG01,4,34.6,1BR,city,True,149,2025-11-11,shoulder,14340.0,14340.0,0,5,True,149,year1,6
LS005209,U050764,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,7,23.0,studio,standard,False,43,2023-10-31,shoulder,10800.0,10800.0,2,7,True,45,year1,6
LS028849,U070807,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,8,26.4,studio,pool,True,172,2026-04-21,peak,9590.0,9590.0,2,3,True,174,year1,6
LS010543,U050000,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,7,25.4,studio,city,True,73,2024-05-28,peak,12060.0,12060.0,1,5,True,74,year1,6
LS030009,U050768,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,1,20.8,studio,standard,False,178,2026-06-02,peak,10680.0,10680.0,4,19,False,,,
LS020994,U060023,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,8,20.6,studio,city,True,137,2025-08-19,normal,10370.0,10370.0,0,3,True,137,year2_3,6
LS026978,U140207,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG02,3,22.9,studio,standard,True,164,2026-02-24,peak,7980.0,8840.0,10,3,True,174,year1,6
LS028182,U100146,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG03,1,31.3,1BR,city,True,170,2026-04-07,peak,8210.0,8640.0,7,4,True,177,year4,6
LS008051,U150155,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG03,3,23.6,studio,standard,True,52,2024-01-02,peak,7520.0,8860.0,18,3,True,70,firstjob,6
LS001622,U040066,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,7,26.1,studio,city,True,2,2023-01-17,normal,9840.0,9840.0,1,3,True,3,year4,6
LS009745,U000528,0,Kave Condo,ม.กรุงเทพ,100,20,AG01,8,21.6,studio,city,True,67,2024-04-16,peak,10200.0,10200.0,3,3,True,70,firstjob,6
LS024931,U080648,8,Kave Carnival,ม.รังสิต,400,40,AG05,4,26.2,studio,standard,True,156,2025-12-30,off,9400.0,9890.0,5,3,True,161,year2_3,12
LS004027,U040273,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,3,23.6,studio,standard,True,32,2023-08-15,normal,10650.0,10650.0,1,4,True,33,year4,6
LS012826,U130201,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG02,1,28.3,1BR,standard,True,94,2024-10-22,normal,10600.0,11160.0,6,4,True,100,year1,6
LS022628,U040413,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,8,33.3,1BR,pool,True,147,2025-10-28,shoulder,14100.0,14100.0,1,4,True,148,year2_3,12
LS003237,U050162,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,3,46.4,1BR Plus,pool,True,24,2023-06-20,peak,16880.0,16880.0,0,3,True,24,year1,12
LS007868-B,U130218,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG05,7,39.2,1BR Plus,pool,True,52,2024-01-02,peak,11590.0,14300.0,73,13,True,125,year1,6
LS002328,U030035,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,5,25.0,studio,standard,True,12,2023-03-28,off,9830.0,9830.0,1,4,True,13,firstjob,12
LS022309,U030431,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,7,20.8,studio,standard,True,146,2025-10-21,shoulder,10960.0,10960.0,0,4,True,146,year1,12
LS010066,U020030,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,1,20.8,studio,standard,True,69,2024-04-30,peak,8420.0,8420.0,2,3,True,71,year1,6
LS023019,U090198,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,5,22.0,studio,standard,True,148,2025-11-04,shoulder,10990.0,10990.0,2,5,True,150,year2_3,12
LS007001,U090465,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,3,25.8,studio,city,False,52,2024-01-02,peak,9650.0,11220.0,28,6,True,80,year1,6
LS014056,U030876,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,4,33.7,1BR,city,True,102,2024-12-17,normal,14090.0,14790.0,4,7,True,106,year4,12
LS029776,U120798,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG01,7,26.6,studio,city,True,176,2026-05-19,peak,13230.0,13230.0,0,3,True,176,year4,12
LS007813,U130163,13,Kave Pop Salaya,ม.มหิดล,1000,26,AG06,4,26.4,studio,standard,False,52,2024-01-02,peak,7440.0,8770.0,23,4,True,75,year4,12
LS008499,U020894,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,7,21.2,studio,standard,True,53,2024-01-09,normal,10700.0,10700.0,0,4,True,53,year1,6
LS026776,U030190,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,1,23.5,studio,pool,False,163,2026-02-17,peak,9920.0,10990.0,11,4,True,174,year4,12
LS006373,U050199,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG05,5,24.2,studio,city,True,51,2023-12-26,normal,9880.0,9880.0,2,3,True,53,year2_3,12
LS022897,U030676,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,8,26.1,studio,standard,True,148,2025-11-04,shoulder,11220.0,11220.0,0,3,True,148,year2_3,6
LS018826,U050151,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG05,8,32.3,1BR,standard,True,120,2025-04-22,peak,11420.0,11420.0,2,3,True,122,year2_3,12
LS001383,U061012,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,1,24.4,studio,standard,True,0,2023-01-03,normal,9250.0,9250.0,0,3,True,0,firstjob,12
LS023071,U140450,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,7,41.7,1BR Plus,standard,False,148,2025-11-04,peak,12520.0,14760.0,27,7,True,175,year2_3,6
LS000825,U031725,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,3,26.8,studio,city,False,0,2023-01-03,off,10300.0,10840.0,5,3,True,5,year1,6
LS012562,U031229,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,2,29.3,1BR,city,True,93,2024-10-15,shoulder,14070.0,14070.0,1,4,True,94,year2_3,12
LS006685,U090149,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,1,23.3,studio,standard,True,52,2024-01-02,peak,7930.0,9350.0,21,3,True,73,year2_3,12
LS021541,U010770,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,1,44.7,1BR Plus,city,True,142,2025-09-23,shoulder,15830.0,15830.0,1,3,True,143,year1,12
LS027109,U010859,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,3,23.1,studio,pool,True,166,2026-03-10,peak,9370.0,10380.0,9,5,True,175,year1,12
LS013717,U061089,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,7,46.9,1BR Plus,pool,True,99,2024-11-26,normal,16960.0,17810.0,4,6,True,103,year1,12
LS015391,U071056,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,1,26.6,studio,standard,True,104,2024-12-31,off,8540.0,9460.0,8,3,True,112,year2_3,12
