unit_id,project_id,floor,size_sqm,room_type,view,furnished,agent_id
U020977,2,5,33.9,1BR,pool,True,AG05
U020978,2,8,24.2,studio,standard,True,AG03
U020979,2,4,28.7,1BR,city,True,AG04
U020980,2,1,26.3,studio,city,False,AG04
U020981,2,7,22.8,studio,city,False,AG03
U020982,2,5,30.0,1BR,standard,True,AG02
U020983,2,6,24.6,studio,city,True,AG02
U020984,2,2,27.5,1BR,standard,True,AG03
U020985,2,2,22.3,studio,standard,True,AG04
U020986,2,2,25.9,studio,standard,True,AG03
U020987,2,5,23.1,studio,standard,True,AG06
U020988,2,6,23.7,studio,standard,True,AG03
U020989,2,6,35.0,1BR,city,True,AG03
U020990,2,4,25.5,studio,standard,True,AG06
U020991,2,6,27.1,1BR,standard,True,AG02
U020992,2,8,25.0,studio,standard,True,AG04
U020993,2,1,25.6,studio,standard,True,AG04
U020994,2,5,26.3,studio,standard,False,AG05
U020995,2,8,22.4,studio,standard,True,AG02
U020996,2,5,24.4,studio,standard,True,AG06
U020997,2,5,24.3,studio,city,True,AG05
U020998,2,6,32.2,1BR,city,True,AG04
U020999,2,8,41.2,1BR Plus,standard,False,AG05
U021000,2,8,27.2,1BR,standard,False,AG02
U021001,2,1,23.7,studio,standard,False,AG05
U021002,2,3,27.2,1BR,standard,True,AG04
U021003,2,1,22.2,studio,standard,True,AG01
U021004,2,3,25.3,studio,standard,True,AG06
U021005,2,3,22.9,studio,standard,False,AG02
U021006,2,2,37.1,1BR Plus,standard,True,AG02
U021007,2,5,23.6,studio,pool,True,AG01
U021008,2,6,22.9,studio,standard,True,AG01
U021009,2,3,23.0,studio,standard,True,AG02
U021010,2,4,26.9,studio,standard,True,AG01
U021011,2,1,45.2,1BR Plus,pool,False,AG06
U021012,2,2,37.2,1BR Plus,standard,True,AG01
U021013,2,2,34.9,1BR,standard,True,AG05
U021014,2,6,25.9,studio,city,True,AG01
U021015,2,7,35.1,1BR,pool,True,AG05
U021016,2,8,41.9,1BR Plus,standard,True,AG02
U021017,2,5,25.9,studio,city,True,AG01
U021018,2,2,27.1,1BR,standard,True,AG04
U021019,2,3,25.0,studio,city,False,AG06
U021020,2,4,25.0,studio,standard,True,AG05
U021021,2,4,31.7,1BR,standard,True,AG03
U021022,2,4,23.1,studio,standard,False,AG01
U021023,2,8,24.1,studio,standard,True,AG06
U021024,2,3,21.8,studio,standard,True,AG05
U021025,2,7,27.0,studio,city,True,AG03
U021026,2,7,21.9,studio,standard,True,AG05
U021027,2,1,33.5,1BR,standard,True,AG04
U021028,2,6,26.4,studio,pool,False,AG02
U021029,2,5,24.9,studio,city,True,AG02
U021030,2,5,34.1,1BR,standard,True,AG05
U021031,2,6,21.7,studio,pool,True,AG04
U021032,2,2,29.5,1BR,standard,True,AG04
U021033,2,7,25.0,studio,city,True,AG04
U021034,2,6,28.3,1BR,standard,False,AG05
U021035,2,8,32.5,1BR,standard,True,AG02
U021036,2,5,23.2,studio,pool,True,AG04
U021037,2,8,28.9,1BR,city,False,AG06
U021038,2,5,22.4,studio,standard,False,AG04
U021039,2,1,39.7,1BR Plus,standard,True,AG04
U021040,2,3,31.8,1BR,standard,False,AG06
U021041,2,5,23.8,studio,standard,True,AG05
U021042,2,1,20.6,studio,city,True,AG04
U021043,2,7,25.1,studio,standard,True,AG06
U021044,2,2,27.8,1BR,standard,False,AG04
U021045,2,2,39.9,1BR Plus,standard,True,AG04
U021046,2,8,25.9,studio,pool,True,AG02
U021047,2,7,22.3,studio,standard,True,AG01
U021048,2,6,21.9,studio,standard,True,AG04
U021049,2,7,24.2,studio,standard,True,AG01
U021050,2,2,22.9,studio,pool,True,AG06
U021051,2,4,33.3,1BR,standard,True,AG04
U021052,2,7,34.8,1BR,pool,False,AG06
U021053,2,8,26.7,studio,standard,True,AG04
U021054,2,5,22.9,studio,standard,True,AG04
U021055,2,7,41.6,1BR Plus,standard,True,AG05
U021056,2,2,41.9,1BR Plus,standard,True,AG04
U021057,2,6,20.8,studio,city,True,AG01
U021058,2,6,26.9,studio,pool,True,AG03
U021059,2,6,33.2,1BR,standard,False,AG03
U021060,2,7,30.6,1BR,standard,True,AG06
U021061,2,4,33.8,1BR,standard,True,AG05
U021062,2,7,23.5,studio,standard,True,AG02
U021063,2,5,24.0,studio,city,True,AG02
U021064,2,5,26.3,studio,standard,True,AG01
U021065,2,6,33.8,1BR,standard,True,AG06
U021066,2,4,26.3,studio,pool,True,AG05
U021067,2,4,31.4,1BR,pool,True,AG06
U021068,2,2,33.6,1BR,pool,False,AG01
U021069,2,8,35.3,1BR,standard,True,AG02
U021070,2,1,33.4,1BR,standard,True,AG02
U021071,2,5,23.9,studio,city,True,AG05
U021072,2,5,27.5,1BR,standard,False,AG05
U030000,3,7,22.1,studio,standard,True,AG06
U030001,3,1,22.8,studio,pool,True,AG02
U030002,3,5,20.7,studio,standard,True,AG04
U030003,3,1,25.3,studio,standard,True,AG03
U030004,3,5,33.2,1BR,standard,False,AG06
U030005,3,7,27.3,1BR,city,True,AG02
U030006,3,2,28.8,1BR,pool,True,AG05
U030007,3,7,35.1,1BR,standard,True,AG03
U030008,3,5,30.7,1BR,standard,False,AG04
U030009,3,7,22.8,studio,pool,True,AG05
U030010,3,7,25.5,studio,city,True,AG05
U030011,3,2,23.7,studio,standard,True,AG02
U030012,3,2,45.9,1BR Plus,city,True,AG02
U030013,3,6,21.4,studio,city,False,AG03
U030014,3,5,23.0,studio,standard,True,AG02
U030015,3,3,22.8,studio,standard,True,AG02
U030016,3,6,23.2,studio,pool,False,AG03
U030017,3,2,23.5,studio,pool,True,AG04
U030018,3,4,23.3,studio,standard,True,AG02
U030019,3,6,26.7,studio,standard,True,AG06
U030020,3,8,25.7,studio,standard,True,AG05
U030021,3,8,24.6,studio,standard,True,AG06
U030022,3,2,26.3,studio,standard,False,AG06
U030023,3,6,22.4,studio,standard,False,AG03
U030024,3,7,31.6,1BR,standard,True,AG03
U030025,3,8,29.1,1BR,standard,True,AG06
U030026,3,5,32.2,1BR,city,False,AG04
U030027,3,5,32.9,1BR,standard,True,AG04
U030028,3,8,29.0,1BR,pool,True,AG04
U030029,3,6,32.3,1BR,standard,True,AG03
U030030,3,7,27.6,1BR,pool,True,AG04
U030031,3,2,27.5,1BR,standard,False,AG03
U030032,3,2,21.0,studio,pool,False,AG06
U030033,3,1,29.2,1BR,standard,False,AG05
U030034,3,6,24.4,studio,city,False,AG01
U030035,3,5,25.0,studio,standard,True,AG04
U030036,3,4,23.9,studio,standard,True,AG03
U030037,3,4,25.3,studio,standard,True,AG02
U030038,3,4,34.6,1BR,pool,False,AG03
U030039,3,7,34.4,1BR,standard,False,AG03
U030040,3,2,24.7,studio,standard,False,AG04
U030041,3,2,25.8,studio,standard,False,AG05
U030042,3,1,32.5,1BR,standard,True,AG03
U030043,3,4,22.0,studio,standard,True,AG01
U030044,3,8,27.6,1BR,pool,True,AG03
U030045,3,5,20.9,studio,standard,True,AG06
U030046,3,2,28.5,1BR,standard,True,AG01
U030047,3,5,24.2,studio,city,True,AG02
U030048,3,2,26.4,studio,standard,True,AG06
U030049,3,6,21.0,studio,standard,True,AG05
U030050,3,6,34.6,1BR,standard,True,AG01
U030051,3,6,43.4,1BR Plus,standard,True,AG06
U030052,3,5,24.0,studio,city,True,AG02
U030053,3,5,22.6,studio,standard,True,AG05
U030054,3,8,28.2,1BR,pool,True,AG02
U030055,3,2,25.8,studio,city,True,AG04
U030056,3,8,22.8,studio,standard,False,AG04
U030057,3,7,21.6,studio,standard,True,AG05
U030058,3,5,23.1,studio,standard,True,AG06
U030059,3,6,21.8,studio,standard,True,AG03
U030060,3,1,31.4,1BR,standard,True,AG06
U030061,3,6,41.1,1BR Plus,standard,True,AG01
U030062,3,7,27.7,1BR,standard,True,AG05
U030063,3,2,34.9,1BR,pool,True,AG04
U030064,3,8,40.5,1BR Plus,city,False,AG01
U030065,3,5,29.8,1BR,city,True,AG02
U030066,3,5,33.7,1BR,standard,True,AG01
U030067,3,2,22.8,studio,standard,True,AG05
U030068,3,2,26.0,studio,standard,False,AG06
U030069,3,6,25.2,studio,pool,True,AG06
U030070,3,8,22.5,studio,standard,True,AG05
U030071,3,3,23.6,studio,pool,True,AG01
U030072,3,4,32.3,1BR,standard,True,AG06
U030073,3,5,21.7,studio,city,True,AG06
U030074,3,1,20.6,studio,pool,False,AG01
U030075,3,7,27.5,1BR,standard,False,AG03
U030076,3,7,22.2,studio,pool,True,AG05
U030077,3,2,31.9,1BR,standard,True,AG06
U030078,3,4,23.3,studio,city,True,AG04
U030079,3,1,24.0,studio,standard,False,AG04
U030080,3,4,21.4,studio,standard,True,AG04
U030081,3,6,33.5,1BR,standard,False,AG05
U030082,3,3,24.9,studio,standard,True,AG03
U030083,3,3,26.9,studio,standard,False,AG03
U030084,3,4,22.1,studio,pool,True,AG01
U030085,3,6,29.8,1BR,standard,True,AG03
U030086,3,7,28.2,1BR,city,True,AG04
U030087,3,5,22.7,studio,standard,False,AG01
U030088,3,7,21.1,studio,city,True,AG02
U030089,3,1,24.8,studio,pool,True,AG04
U030090,3,5,33.4,1BR,standard,True,AG03
U030091,3,2,33.6,1BR,standard,True,AG01
U030092,3,2,28.5,1BR,standard,True,AG06
U030093,3,8,26.6,studio,standard,True,AG03
U030094,3,5,34.1,1BR,standard,True,AG05
U030095,3,6,25.6,studio,standard,True,AG03
U030096,3,5,32.7,1BR,standard,True,AG02
U030097,3,1,24.5,studio,standard,True,AG04
U030098,3,8,22.0,studio,standard,True,AG04
U030099,3,8,29.4,1BR,standard,True,AG04
U030100,3,2,43.7,1BR Plus,city,True,AG02
U030101,3,6,35.9,1BR Plus,standard,True,AG04
U030102,3,4,36.2,1BR Plus,standard,True,AG01
U030103,3,2,42.5,1BR Plus,city,True,AG06
U030104,3,3,26.9,studio,pool,False,AG03
U030105,3,6,23.4,studio,pool,False,AG04
U030106,3,8,32.2,1BR,pool,True,AG01
U030107,3,8,23.5,studio,city,True,AG03
U030108,3,3,33.8,1BR,standard,True,AG01
U030109,3,7,33.4,1BR,pool,False,AG03
U030110,3,2,39.9,1BR Plus,standard,True,AG03
U030111,3,4,27.9,1BR,standard,True,AG03
U030112,3,1,21.7,studio,standard,True,AG06
U030113,3,4,21.9,studio,standard,False,AG03
U030114,3,5,27.3,1BR,city,False,AG01
U030115,3,6,24.4,studio,standard,True,AG03
U030116,3,5,41.4,1BR Plus,standard,True,AG02
U030117,3,1,26.1,studio,standard,True,AG06
U030118,3,6,25.7,studio,standard,True,AG03
U030119,3,5,27.3,1BR,pool,True,AG02
U030120,3,4,26.5,studio,standard,False,AG04
U030121,3,3,37.5,1BR Plus,city,True,AG01
U030122,3,8,29.7,1BR,pool,False,AG06
U030123,3,2,21.3,studio,city,True,AG03
U030124,3,3,32.3,1BR,standard,False,AG05
U030125,3,5,24.4,studio,standard,False,AG06
U030126,3,2,25.1,studio,standard,False,AG04
U030127,3,1,27.2,1BR,city,True,AG02
U030128,3,5,31.6,1BR,standard,False,AG02
U030129,3,4,27.1,1BR,city,True,AG01
U030130,3,1,23.0,studio,standard,True,AG04
U030131,3,4,30.2,1BR,standard,True,AG06
U030132,3,6,35.0,1BR,standard,True,AG02
U030133,3,1,22.6,studio,standard,True,AG01
U030134,3,4,24.6,studio,standard,True,AG05
U030135,3,5,23.4,studio,standard,True,AG02
U030136,3,6,26.0,studio,standard,False,AG06
U030137,3,4,27.2,1BR,standard,True,AG06
U030138,3,5,26.0,studio,standard,False,AG05
U030139,3,5,23.8,studio,standard,True,AG05
U030140,3,5,30.7,1BR,pool,True,AG05
U030141,3,5,22.1,studio,pool,True,AG05
U030142,3,5,32.5,1BR,standard,False,AG06
U030143,3,7,39.3,1BR Plus,standard,True,AG03
U030144,3,4,26.7,studio,standard,True,AG05
U030145,3,2,27.0,studio,standard,True,AG03
U030146,3,2,23.6,studio,standard,True,AG04
U030147,3,7,22.2,studio,city,True,AG05
U030148,3,6,26.7,studio,standard,True,AG06
U030149,3,5,26.2,studio,standard,True,AG03
U030150,3,3,27.5,1BR,city,True,AG03
U030151,3,7,32.1,1BR,city,True,AG05
U030152,3,3,24.1,studio,standard,False,AG03
U030153,3,1,24.9,studio,standard,True,AG05
U030154,3,8,26.5,studio,pool,True,AG06
U030155,3,1,24.6,studio,standard,True,AG03
U030156,3,4,38.4,1BR Plus,city,True,AG01
U030157,3,3,23.0,studio,standard,False,AG03
U030158,3,5,36.1,1BR Plus,city,True,AG03
U030159,3,3,29.6,1BR,city,True,AG06
U030160,3,4,22.8,studio,standard,False,AG02
U030161,3,2,21.4,studio,standard,True,AG04
U030162,3,1,33.8,1BR,city,False,AG02
U030163,3,2,23.4,studio,standard,True,AG02
U030164,3,6,20.7,studio,standard,False,AG03
U030165,3,4,25.6,studio,standard,True,AG04
U030166,3,2,24.6,studio,pool,False,AG03
U030167,3,7,43.1,1BR Plus,standard,True,AG03
U030168,3,6,25.3,studio,pool,True,AG01
U030169,3,2,22.3,studio,city,True,AG03
U030170,3,5,25.7,studio,city,True,AG05
U030171,3,1,22.6,studio,pool,False,AG01
U030172,3,6,23.8,studio,standard,True,AG01
U030173,3,4,21.8,studio,city,True,AG02
U030174,3,6,23.9,studio,pool,True,AG03
U030175,3,1,30.0,1BR,standard,False,AG05
U030176,3,5,25.8,studio,city,True,AG01
U030177,3,1,21.8,studio,city,True,AG01
U030178,3,1,40.2,1BR Plus,standard,True,AG06
U030179,3,1,32.3,1BR,standard,True,AG01
U030180,3,7,33.5,1BR,city,True,AG03
U030181,3,3,25.9,studio,standard,True,AG01
U030182,3,8,30.2,1BR,city,True,AG01
U030183,3,8,24.3,studio,city,True,AG02
U030184,3,3,25.0,studio,city,True,AG06
U030185,3,2,26.6,studio,standard,True,AG02
U030186,3,3,24.8,studio,standard,True,AG06
U030187,3,2,27.1,1BR,standard,True,AG05
U030188,3,6,26.1,studio,standard,True,AG06
U030189,3,2,28.0,1BR,standard,False,AG02
U030190,3,1,23.5,studio,pool,False,AG06
U030191,3,7,21.9,studio,standard,True,AG06
U030192,3,4,29.7,1BR,standard,False,AG02
U030193,3,6,34.0,1BR,city,False,AG02
U030194,3,2,24.9,studio,standard,True,AG06
U030195,3,3,40.2,1BR Plus,city,True,AG02
U030196,3,8,46.4,1BR Plus,city,False,AG01
U030197,3,5,30.1,1BR,standard,False,AG01
U030198,3,5,22.6,studio,standard,True,AG03
U030199,3,7,35.5,1BR,standard,True,AG03
U030200,3,4,43.3,1BR Plus,standard,True,AG04
U030201,3,2,24.4,studio,standard,False,AG06
U030202,3,5,26.6,studio,pool,False,AG02
U030203,3,1,23.2,studio,standard,True,AG05
U030204,3,8,29.9,1BR,pool,True,AG05
U030205,3,2,33.7,1BR,standard,True,AG02
U030206,3,2,21.5,studio,standard,True,AG06
U030207,3,3,34.6,1BR,city,True,AG02
U030208,3,7,23.0,studio,standard,False,AG04
U030209,3,2,36.6,1BR Plus,city,True,AG01
U030210,3,6,26.8,studio,standard,False,AG05
U030211,3,8,23.6,studio,city,True,AG01
U030212,3,4,44.7,1BR Plus,standard,True,AG01
U030213,3,4,27.1,1BR,standard,False,AG01
U030214,3,6,26.6,studio,standard,False,AG06
U030215,3,3,45.0,1BR Plus,city,True,AG01
U030216,3,3,28.8,1BR,city,True,AG03
U030217,3,2,21.2,studio,city,True,AG05
U030218,3,5,26.1,studio,standard,True,AG04
U030219,3,8,23.0,studio,standard,True,AG05
U030220,3,2,29.9,1BR,standard,True,AG04
U030221,3,5,22.7,studio,standard,False,AG02
U030222,3,6,29.5,1BR,city,False,AG01
U030223,3,8,46.7,1BR Plus,standard,True,AG04
U030224,3,1,22.3,studio,standard,True,AG02
U030225,3,5,31.5,1BR,pool,True,AG04
U030226,3,8,35.1,1BR,standard,True,AG05
U030227,3,1,21.7,studio,standard,True,AG03
U030228,3,8,30.9,1BR,standard,True,AG03
U030229,3,8,21.6,studio,standard,True,AG06
U030230,3,3,27.2,1BR,city,True,AG06
U030231,3,6,23.5,studio,standard,True,AG01
U030232,3,7,24.0,studio,pool,True,AG04
U030233,3,3,24.9,studio,standard,True,AG01
U030234,3,3,28.0,1BR,city,True,AG06
U030235,3,4,23.2,studio,pool,True,AG04
U030236,3,6,25.0,studio,standard,False,AG06
U030237,3,2,26.4,studio,city,False,AG02
U030238,3,1,25.3,studio,standard,True,AG02
U030239,3,7,22.3,studio,standard,True,AG06
U030240,3,7,31.8,1BR,standard,False,AG01
U030241,3,7,27.6,1BR,standard,False,AG01
U030242,3,5,21.6,studio,standard,False,AG03
U030243,3,6,22.3,studio,standard,False,AG01
U030244,3,7,25.8,studio,standard,True,AG05
U030245,3,1,37.5,1BR Plus,city,True,AG06
U030246,3,1,28.5,1BR,pool,True,AG01
U030247,3,2,35.2,1BR,city,True,AG06
U030248,3,5,24.2,studio,standard,True,AG02
U030249,3,4,38.4,1BR Plus,standard,True,AG05
U030250,3,7,25.1,studio,standard,True,AG04
U030251,3,8,23.7,studio,pool,False,AG04
U030252,3,7,24.8,studio,standard,True,AG05
U030253,3,7,24.8,studio,standard,True,AG02
U030254,3,8,29.2,1BR,standard,True,AG01
U030255,3,4,27.9,1BR,standard,True,AG01
U030256,3,8,23.8,studio,city,True,AG05
U030257,3,4,21.1,studio,city,True,AG01
U030258,3,8,39.7,1BR Plus,standard,False,AG05
U030259,3,1,39.2,1BR Plus,standard,True,AG06
U030260,3,8,34.7,1BR,city,False,AG05
U030261,3,8,42.8,1BR Plus,standard,True,AG05
U030262,3,2,24.5,studio,standard,True,AG04
U030263,3,5,31.7,1BR,standard,True,AG06
U030264,3,1,23.1,studio,standard,True,AG06
U030265,3,7,24.5,studio,standard,True,AG03
U030266,3,3,25.4,studio,standard,True,AG02
U030267,3,6,26.1,studio,city,False,AG05
U030268,3,2,25.4,studio,standard,True,AG02
U030269,3,1,28.1,1BR,standard,True,AG01
U030270,3,2,22.5,studio,standard,True,AG06
U030271,3,6,26.1,studio,city,True,AG05
U030272,3,5,25.6,studio,city,True,AG05
U030273,3,7,24.4,studio,pool,True,AG02
U030274,3,8,34.5,1BR,standard,True,AG05
U030275,3,3,34.3,1BR,standard,True,AG01
U030276,3,4,21.3,studio,standard,True,AG03
U030277,3,3,21.5,studio,standard,True,AG05
U030278,3,2,41.1,1BR Plus,pool,True,AG02
U030279,3,7,24.2,studio,standard,False,AG03
U030280,3,3,34.3,1BR,standard,True,AG01
U030281,3,4,24.7,studio,pool,True,AG02
U030282,3,1,21.3,studio,city,False,AG02
U030283,3,5,23.6,studio,pool,True,AG04
U030284,3,8,46.0,1BR Plus,standard,False,AG03
U030285,3,2,28.5,1BR,city,False,AG02
U030286,3,2,25.7,studio,standard,False,AG03
U030287,3,5,24.5,studio,standard,True,AG06
U030288,3,7,27.6,1BR,standard,True,AG03
U030289,3,4,32.9,1BR,standard,True,AG04
U030290,3,2,30.7,1BR,city,True,AG06
U030291,3,2,46.4,1BR Plus,city,True,AG02
U030292,3,1,21.6,studio,standard,True,AG04
U030293,3,8,26.6,studio,standard,True,AG06
U030294,3,3,21.7,studio,standard,True,AG01
U030295,3,7,26.8,studio,standard,False,AG01
U030296,3,4,27.1,1BR,standard,True,AG06
U030297,3,6,23.0,studio,pool,True,AG02
U030298,3,7,40.1,1BR Plus,city,True,AG04
U030299,3,6,25.3,studio,standard,True,AG05
U030300,3,3,34.6,1BR,standard,True,AG01
U030301,3,2,43.9,1BR Plus,standard,True,AG06
U030302,3,4,28.2,1BR,pool,True,AG05
U030303,3,3,24.7,studio,standard,False,AG06
U030304,3,6,24.9,studio,standard,True,AG06
U030305,3,3,25.4,studio,standard,True,AG06
U030306,3,1,26.0,studio,standard,True,AG04
U030307,3,7,21.8,studio,standard,False,AG03
U030308,3,3,29.9,1BR,standard,False,AG01
U030309,3,6,22.3,studio,standard,False,AG02
U030310,3,1,45.0,1BR Plus,standard,True,AG05
U030311,3,2,37.3,1BR Plus,city,True,AG03
U030312,3,1,21.4,studio,standard,False,AG01
U030313,3,2,26.1,studio,city,True,AG02
U030314,3,1,25.0,studio,pool,True,AG01
U030315,3,6,27.5,1BR,city,True,AG05
U030316,3,1,28.7,1BR,city,True,AG04
U030317,3,6,34.5,1BR,standard,True,AG04
U030318,3,2,24.3,studio,standard,True,AG01
U030319,3,3,24.1,studio,standard,True,AG01
U030320,3,4,27.3,1BR,standard,True,AG01
U030321,3,6,30.5,1BR,standard,True,AG02
U030322,3,3,23.7,studio,standard,True,AG04
U030323,3,5,34.1,1BR,standard,True,AG05
U030324,3,8,22.5,studio,pool,True,AG04
U030325,3,1,21.4,studio,standard,True,AG03
U030326,3,7,29.3,1BR,pool,False,AG01
U030327,3,1,24.9,studio,city,False,AG04
U030328,3,4,21.9,studio,standard,True,AG03
U030329,3,7,22.2,studio,standard,True,AG02
U030330,3,6,22.8,studio,standard,True,AG06
U030331,3,6,44.3,1BR Plus,city,False,AG05
U030332,3,8,22.4,studio,city,False,AG04
U030333,3,1,33.0,1BR,pool,True,AG04
U030334,3,2,23.3,studio,standard,True,AG05
U030335,3,7,27.4,1BR,standard,True,AG05
U030336,3,3,22.8,studio,standard,True,AG06
U030337,3,7,46.7,1BR Plus,city,True,AG04
U030338,3,8,24.9,studio,standard,True,AG01
U030339,3,8,25.7,studio,standard,True,AG05
U030340,3,4,23.7,studio,standard,True,AG01
U030341,3,7,30.1,1BR,standard,True,AG04
U030342,3,1,24.9,studio,standard,False,AG05
U030343,3,3,21.9,studio,city,True,AG01
U030344,3,2,29.0,1BR,standard,True,AG01
U030345,3,3,21.8,studio,pool,True,AG04
U030346,3,4,26.2,studio,standard,True,AG02
U030347,3,4,25.8,studio,standard,True,AG06
U030348,3,8,26.9,studio,pool,True,AG04
U030349,3,1,31.1,1BR,pool,True,AG05
U030350,3,6,33.2,1BR,standard,True,AG04
U030351,3,7,29.9,1BR,standard,False,AG05
U030352,3,5,25.4,studio,standard,False,AG05
U030353,3,7,26.7,studio,standard,True,AG05
U030354,3,5,23.9,studio,standard,True,AG05
U030355,3,6,27.0,studio,city,True,AG02
U030356,3,3,42.0,1BR Plus,standard,True,AG06
U030357,3,8,33.0,1BR,standard,True,AG04
U030358,3,5,23.6,studio,standard,True,AG04
U030359,3,8,31.6,1BR,standard,True,AG02
U030360,3,2,21.7,studio,city,True,AG03
U030361,3,6,25.2,studio,standard,True,AG04
U030362,3,6,39.6,1BR Plus,standard,True,AG03
U030363,3,5,26.5,studio,standard,True,AG06
U030364,3,1,31.1,1BR,standard,False,AG05
U030365,3,6,27.6,1BR,standard,True,AG04
U030366,3,5,34.8,1BR,city,True,AG04
U030367,3,6,31.2,1BR,city,True,AG01
U030368,3,8,25.5,studio,pool,False,AG03
U030369,3,8,44.0,1BR Plus,pool,True,AG05
U030370,3,3,41.9,1BR Plus,city,False,AG02
U030371,3,3,25.3,studio,city,True,AG04
U030372,3,5,21.0,studio,standard,True,AG01
U030373,3,4,23.2,studio,city,False,AG03
U030374,3,2,24.0,studio,standard,True,AG01
U030375,3,1,33.3,1BR,pool,False,AG02
U030376,3,7,20.7,studio,standard,True,AG04
U030377,3,4,21.2,studio,standard,True,AG05
U030378,3,4,28.1,1BR,pool,True,AG04
U030379,3,4,26.8,studio,standard,True,AG02
U030380,3,6,25.0,studio,standard,True,AG05
U030381,3,6,28.2,1BR,pool,False,AG05
U030382,3,2,32.5,1BR,standard,True,AG05
U030383,3,1,23.1,studio,standard,True,AG03
U030384,3,1,27.0,studio,standard,True,AG04
U030385,3,6,38.4,1BR Plus,standard,True,AG06
U030386,3,4,21.7,studio,city,True,AG04
U030387,3,2,23.7,studio,standard,True,AG04
U030388,3,5,31.8,1BR,pool,False,AG03
U030389,3,7,23.8,studio,city,False,AG02
U030390,3,5,31.8,1BR,standard,True,AG04
U030391,3,2,20.8,studio,standard,False,AG01
U030392,3,4,25.9,studio,pool,True,AG02
U030393,3,3,22.9,studio,standard,True,AG04
U030394,3,4,24.8,studio,pool,True,AG06
U030395,3,5,24.1,studio,pool,True,AG05
U030396,3,3,43.3,1BR Plus,city,False,AG06
U030397,3,5,34.3,1BR,standard,True,AG05
U030398,3,7,21.2,studio,standard,True,AG02
U030399,3,1,24.5,studio,standard,True,AG01
U030400,3,4,25.3,studio,standard,True,AG06
U030401,3,4,33.2,1BR,standard,True,AG03
U030402,3,7,24.2,studio,standard,True,AG03
U030403,3,2,22.1,studio,city,True,AG02
U030404,3,6,24.9,studio,city,True,AG04
U030405,3,7,21.6,studio,standard,True,AG03
U030406,3,1,24.9,studio,standard,True,AG01
U030407,3,8,26.5,studio,standard,True,AG02
U030408,3,1,26.6,studio,standard,False,AG02
U030409,3,2,32.6,1BR,standard,True,AG01
U030410,3,4,25.8,studio,standard,True,AG01
U030411,3,7,27.7,1BR,standard,True,AG06
U030412,3,6,21.4,studio,standard,True,AG05
U030413,3,7,21.1,studio,standard,False,AG06
U030414,3,3,33.3,1BR,city,True,AG04
U030415,3,7,34.0,1BR,city,True,AG01
U030416,3,6,33.4,1BR,standard,True,AG03
U030417,3,3,33.8,1BR,city,True,AG06
U030418,3,3,20.9,studio,standard,True,AG03
U030419,3,2,32.3,1BR,pool,True,AG02
U030420,3,7,23.1,studio,standard,True,AG02
U030421,3,3,41.5,1BR Plus,pool,True,AG06
U030422,3,4,42.5,1BR Plus,city,True,AG06
U030423,3,2,24.8,studio,standard,True,AG02
U030424,3,6,27.7,1BR,city,False,AG02
U030425,3,1,32.3,1BR,standard,True,AG06
U030426,3,3,28.7,1BR,standard,True,AG06
U030427,3,2,33.0,1BR,pool,True,AG06
U030428,3,5,32.3,1BR,standard,False,AG01
U030429,3,4,27.2,1BR,pool,True,AG04
U030430,3,8,39.0,1BR Plus,city,True,AG02
U030431,3,7,20.8,studio,standard,True,AG03
U030432,3,7,23.8,studio,city,True,AG06
U030433,3,4,33.5,1BR,standard,True,AG04
U030434,3,7,23.6,studio,standard,True,AG03
U030435,3,8,26.6,studio,standard,True,AG01
U030436,3,5,23.5,studio,standard,True,AG03
U030437,3,8,32.4,1BR,city,True,AG05
U030438,3,1,23.4,studio,city,True,AG05
U030439,3,1,21.5,studio,standard,True,AG04
U030440,3,3,43.5,1BR Plus,city,True,AG04
U030441,3,5,31.8,1BR,standard,False,AG06
U030442,3,5,26.5,studio,standard,True,AG05
U030443,3,3,26.1,studio,pool,False,AG04
U030444,3,8,33.3,1BR,standard,True,AG04
U030445,3,1,30.0,1BR,city,True,AG06
U030446,3,3,25.9,studio,pool,False,AG05
U030447,3,7,23.5,studio,city,True,AG03
U030448,3,5,27.8,1BR,pool,True,AG01
U030449,3,5,30.9,1BR,city,True,AG05
U030450,3,7,27.8,1BR,standard,True,AG04
U030451,3,6,29.5,1BR,standard,False,AG05
U030452,3,4,22.9,studio,city,False,AG04
U030453,3,4,23.9,studio,standard,True,AG06
U030454,3,6,21.4,studio,standard,True,AG05
U030455,3,5,39.9,1BR Plus,standard,True,AG01
U030456,3,3,34.0,1BR,standard,True,AG03
U030457,3,4,29.8,1BR,pool,True,AG05
U030458,3,2,34.0,1BR,standard,True,AG01
U030459,3,8,22.4,studio,standard,True,AG06
U030460,3,4,22.0,studio,standard,True,AG05
U030461,3,1,23.0,studio,standard,False,AG01
U030462,3,7,41.1,1BR Plus,standard,True,AG06
U030463,3,4,22.6,studio,pool,False,AG01
U030464,3,2,34.1,1BR,pool,True,AG05
U030465,3,2,21.5,studio,pool,True,AG02
U030466,3,2,38.9,1BR Plus,standard,True,AG03
U030467,3,1,21.9,studio,standard,True,AG03
U030468,3,1,24.8,studio,standard,False,AG01
U030469,3,5,31.2,1BR,city,True,AG06
U030470,3,3,27.8,1BR,city,True,AG01
U030471,3,1,26.9,studio,standard,True,AG06
U030472,3,3,26.4,studio,standard,False,AG01
