week,date,project_id,season,n_searchers,n_listings_open,n_units_leased,occupancy,median_asking_rent
50,2023-12-19,4,normal,43,69,1014,0.9362880886426592,10960.0
50,2023-12-19,5,normal,60,55,961,0.9458661417322834,10990.0
50,2023-12-19,6,normal,64,68,1210,0.94679186228482,10915.0
50,2023-12-19,14,normal,19,66,522,0.8877551020408163,10125.0
51,2023-12-26,0,normal,24,72,517,0.8777589134125636,10230.0
51,2023-12-26,1,normal,36,80,993,0.9254426840633736,10900.0
51,2023-12-26,2,normal,30,96,977,0.9105312208760484,11590.0
51,2023-12-26,3,normal,58,86,1684,0.9514124293785312,11715.0
51,2023-12-26,4,normal,44,66,1017,0.9390581717451524,11065.0
51,2023-12-26,5,normal,53,57,959,0.9438976377952756,10800.0
51,2023-12-26,6,normal,60,74,1204,0.9420970266040688,11495.0
51,2023-12-26,14,normal,24,75,513,0.8724489795918368,10140.0
52,2024-01-02,0,normal,19,76,513,0.8709677419354839,10215.0
52,2024-01-02,1,normal,36,80,993,0.9254426840633736,10960.0
52,2024-01-02,2,normal,40,95,978,0.9114631873252564,11370.0
52,2024-01-02,3,normal,57,83,1687,0.9531073446327684,11820.0
52,2024-01-02,4,normal,40,64,1019,0.9409048938134812,11065.0
52,2024-01-02,5,normal,38,59,957,0.9419291338582676,10850.0
52,2024-01-02,6,normal,47,70,1208,0.945226917057903,11205.0
52,2024-01-02,9,normal,19,502,12,0.0233463035019455,10230.0
52,2024-01-02,10,normal,27,585,15,0.025,8100.0
52,2024-01-02,13,normal,8,231,6,0.0253164556962025,10030.0
52,2024-01-02,14,normal,22,76,512,0.8707482993197279,10135.0
52,2024-01-02,15,normal,14,566,13,0.0224525043177892,9825.0
53,2024-01-09,0,normal,21,74,515,0.8743633276740238,10340.0
53,2024-01-09,1,normal,33,76,997,0.9291705498602052,10565.0
53,2024-01-09,2,normal,55,91,982,0.9151910531220876,11370.0
53,2024-01-09,3,normal,69,75,1695,0.9576271186440678,11870.0
53,2024-01-09,4,normal,35,63,1020,0.9418282548476454,10960.0
53,2024-01-09,5,normal,48,54,962,0.9468503937007874,10595.0
53,2024-01-09,6,normal,57,64,1214,0.9499217527386542,12380.0
53,2024-01-09,9,normal,23,485,29,0.056420233463035,10250.0
53,2024-01-09,10,normal,27,574,26,0.0433333333333333,8120.0
53,2024-01-09,13,normal,4,227,10,0.0421940928270042,10030.0
53,2024-01-09,14,normal,23,81,507,0.8622448979591837,10130.0
53,2024-01-09,15,normal,18,551,28,0.0483592400690846,9840.0
54,2024-01-16,0,normal,22,71,518,0.8794567062818336,10260.0
54,2024-01-16,1,normal,43,68,1005,0.9366262814538676,10725.0
54,2024-01-16,2,normal,42,90,983,0.9161230195712954,11395.0
54,2024-01-16,3,normal,61,74,1696,0.9581920903954804,11885.0
54,2024-01-16,4,normal,44,58,1025,0.9464450600184672,10950.0
54,2024-01-16,5,normal,31,57,959,0.9438976377952756,10570.0
54,2024-01-16,6,normal,53,60,1218,0.9530516431924884,12240.0
54,2024-01-16,9,normal,14,473,41,0.0797665369649805,10260.0
54,2024-01-16,10,normal,37,560,40,0.0666666666666666,8130.0
54,2024-01-16,13,normal,12,222,15,0.0632911392405063,10045.0
54,2024-01-16,14,normal,19,81,507,0.8622448979591837,9840.0
54,2024-01-16,15,normal,9,544,35,0.0604490500863557,9835.0
55,2024-01-23,0,normal,17,67,522,0.8862478777589134,10450.0
55,2024-01-23,1,normal,40,62,1011,0.9422180801491148,11215.0
55,2024-01-23,2,normal,33,91,982,0.9151910531220876,11210.0
55,2024-01-23,3,normal,58,69,1701,0.9610169491525424,11280.0
55,2024-01-23,4,normal,47,52,1031,0.9519852262234534,11585.0
55,2024-01-23,5,normal,49,55,961,0.9458661417322834,10640.0
55,2024-01-23,6,normal,58,48,1230,0.9624413145539906,12360.0
55,2024-01-23,9,normal,19,457,57,0.1108949416342412,10280.0
55,2024-01-23,10,normal,33,543,57,0.095,8130.0
55,2024-01-23,13,normal,9,215,22,0.0928270042194092,10030.0
55,2024-01-23,14,normal,21,76,512,0.8707482993197279,9905.0
55,2024-01-23,15,normal,8,537,42,0.0725388601036269,9840.0
56,2024-01-30,0,normal,24,67,522,0.8862478777589134,10450.0
56,2024-01-30,1,normal,44,61,1012,0.9431500465983224,11150.0
56,2024-01-30,2,normal,41,85,988,0.9207828518173344,11530.0
56,2024-01-30,3,normal,64,63,1707,0.964406779661017,11490.0
56,2024-01-30,4,normal,45,49,1034,0.9547553093259464,11500.0
56,2024-01-30,5,normal,51,54,962,0.9468503937007874,10905.0
56,2024-01-30,6,normal,67,46,1232,0.9640062597809076,12670.0
56,2024-01-30,9,normal,14,447,67,0.1303501945525292,9750.0
56,2024-01-30,10,normal,32,536,64,0.1066666666666666,7730.0
56,2024-01-30,13,normal,9,212,25,0.1054852320675105,9520.0
56,2024-01-30,14,normal,28,68,520,0.8843537414965986,9905.0
56,2024-01-30,15,normal,13,525,54,0.0932642487046632,9360.0
57,2024-02-06,0,off,10,67,522,0.8862478777589134,10160.0
57,2024-02-06,1,off,17,63,1010,0.9412861136999068,11090.0
57,2024-02-06,2,off,8,97,976,0.9095992544268406,10760.0
57,2024-02-06,3,off,26,69,1701,0.9610169491525424,11280.0
57,2024-02-06,4,off,19,54,1029,0.9501385041551248,11130.0
57,2024-02-06,5,off,25,60,956,0.9409448818897638,10965.0
57,2024-02-06,6,off,27,54,1224,0.9577464788732394,11950.0
57,2024-02-06,9,off,4,443,71,0.1381322957198443,9740.0
57,2024-02-06,10,off,11,535,65,0.1083333333333333,7740.0
57,2024-02-06,13,off,2,211,26,0.1097046413502109,9530.0
57,2024-02-06,14,off,12,69,519,0.8826530612244898,9790.0
57,2024-02-06,15,off,6,520,59,0.1018998272884283,9360.0
58,2024-02-13,0,off,3,74,515,0.8743633276740238,9930.0
58,2024-02-13,1,off,17,64,1009,0.940354147250699,11050.0
58,2024-02-13,2,off,22,98,975,0.9086672879776329,10405.0
58,2024-02-13,3,off,33,74,1696,0.9581920903954804,11215.0
58,2024-02-13,4,off,22,60,1023,0.9445983379501384,10795.0
58,2024-02-13,5,off,21,65,951,0.936023622047244,10690.0
58,2024-02-13,6,off,28,61,1217,0.9522691705790296,11910.0
58,2024-02-13,9,off,10,434,80,0.1556420233463035,9745.0
58,2024-02-13,10,off,12,534,66,0.11,7730.0
58,2024-02-13,13,off,5,208,29,0.1223628691983122,9520.0
58,2024-02-13,14,off,8,72,516,0.8775510204081632,9555.0
58,2024-02-13,15,off,9,513,66,0.1139896373056994,9360.0
59,2024-02-20,0,off,14,74,515,0.8743633276740238,10085.0
59,2024-02-20,1,off,12,72,1001,0.9328984156570364,10855.0
59,2024-02-20,2,off,18,99,974,0.907735321528425,10260.0
59,2024-02-20,3,off,36,77,1693,0.9564971751412428,11010.0
59,2024-02-20,4,off,16,61,1022,0.943674976915974,10750.0
59,2024-02-20,5,off,14,74,942,0.9271653543307088,10485.0
59,2024-02-20,6,off,39,63,1215,0.9507042253521126,11820.0
59,2024-02-20,9,off,6,430,84,0.1634241245136186,9760.0
59,2024-02-20,10,off,10,532,68,0.1133333333333333,7720.0
59,2024-02-20,13,off,4,206,31,0.1308016877637131,9545.0
59,2024-02-20,14,off,11,69,519,0.8826530612244898,9530.0
59,2024-02-20,15,off,10,504,75,0.1295336787564766,9360.0
60,2024-02-27,0,off,7,75,514,0.8726655348047538,10160.0
60,2024-02-27,1,off,15,80,993,0.9254426840633736,10680.0
60,2024-02-27,2,off,13,103,970,0.9040074557315936,10260.0
60,2024-02-27,3,off,21,84,1686,0.952542372881356,11010.0
60,2024-02-27,4,off,23,61,1022,0.943674976915974,10920.0
60,2024-02-27,5,off,23,73,943,0.9281496062992126,10450.0
60,2024-02-27,6,off,31,62,1216,0.9514866979655712,11460.0
60,2024-02-27,9,off,8,423,91,0.1770428015564202,9290.0
60,2024-02-27,10,off,10,526,74,0.1233333333333333,7340.0
60,2024-02-27,13,off,5,204,33,0.1392405063291139,9090.0
60,2024-02-27,14,off,12,70,518,0.8809523809523809,10050.0
60,2024-02-27,15,off,3,501,78,0.1347150259067357,8890.0
61,2024-03-05,0,off,13,75,514,0.8726655348047538,9930.0
61,2024-03-05,1,off,17,88,985,0.9179869524697112,10405.0
61,2024-03-05,2,off,25,100,973,0.9068033550792172,10255.0
61,2024-03-05,3,off,31,85,1685,0.9519774011299436,11160.0
61,2024-03-05,4,off,16,65,1018,0.9399815327793168,10930.0
61,2024-03-05,5,off,23,73,943,0.9281496062992126,10580.0
61,2024-03-05,6,off,27,65,1213,0.9491392801251956,11470.0
61,2024-03-05,9,off,9,415,99,0.1926070038910506,9320.0
61,2024-03-05,10,off,10,524,76,0.1266666666666666,7355.0
61,2024-03-05,13,off,1,204,33,0.1392405063291139,9090.0
61,2024-03-05,14,off,7,69,519,0.8826530612244898,10120.0
61,2024-03-05,15,off,2,500,79,0.1364421416234887,8895.0
62,2024-03-12,0,off,8,81,508,0.8624787775891342,9930.0
62,2024-03-12,1,off,16,88,985,0.9179869524697112,10440.0
62,2024-03-12,2,off,12,99,974,0.907735321528425,10260.0
62,2024-03-12,3,off,26,86,1684,0.9514124293785312,11015.0
62,2024-03-12,4,off,18,67,1016,0.938134810710988,10520.0
62,2024-03-12,5,off,14,75,941,0.9261811023622047,10310.0
62,2024-03-12,6,off,17,80,1198,0.9374021909233176,11445.0
62,2024-03-12,9,off,7,411,103,0.2003891050583657,9330.0
62,2024-03-12,10,off,14,517,83,0.1383333333333333,7370.0
62,2024-03-12,13,off,4,203,34,0.1434599156118143,9100.0
62,2024-03-12,14,off,13,70,518,0.8809523809523809,10155.0
62,2024-03-12,15,off,3,498,81,0.1398963730569948,8895.0
63,2024-03-19,0,off,9,83,506,0.8590831918505942,9660.0
63,2024-03-19,1,off,14,90,983,0.9161230195712954,10440.0
63,2024-03-19,2,off,18,101,972,0.9058713886300092,10250.0
63,2024-03-19,3,off,27,103,1667,0.9418079096045198,11100.0
63,2024-03-19,4,off,16,79,1004,0.9270544783010156,10520.0
63,2024-03-19,5,off,23,80,936,0.9212598425196852,10490.0
63,2024-03-19,6,off,27,81,1197,0.9366197183098592,11420.0
63,2024-03-19,9,off,7,405,109,0.2120622568093385,9360.0
63,2024-03-19,10,off,9,510,90,0.15,7385.0
63,2024-03-19,13,off,1,202,35,0.1476793248945147,9110.0
63,2024-03-19,14,off,19,67,521,0.8860544217687075,10170.0
63,2024-03-19,15,off,4,495,84,0.1450777202072538,8910.0
64,2024-03-26,0,off,7,87,502,0.8522920203735145,9550.0
64,2024-03-26,1,off,9,98,975,0.9086672879776329,10285.0
64,2024-03-26,2,off,22,97,976,0.9095992544268406,10550.0
64,2024-03-26,3,off,22,124,1646,0.9299435028248588,11140.0
64,2024-03-26,4,off,24,71,1012,0.9344413665743304,10300.0
64,2024-03-26,5,off,22,76,940,0.9251968503937008,10405.0
64,2024-03-26,6,off,25,78,1200,0.9389671361502347,11400.0
64,2024-03-26,9,off,8,399,115,0.2237354085603113,9400.0
64,2024-03-26,10,off,15,504,96,0.16,7410.0
64,2024-03-26,13,off,2,200,37,0.1561181434599156,9120.0
64,2024-03-26,14,off,8,72,516,0.8775510204081632,9705.0
64,2024-03-26,15,off,5,490,89,0.153713298791019,8905.0
65,2024-04-02,0,off,10,88,501,0.8505942275042445,9485.0
65,2024-04-02,1,off,27,95,978,0.9114631873252564,10260.0
65,2024-04-02,2,off,20,103,970,0.9040074557315936,10460.0
65,2024-04-02,3,off,33,124,1646,0.9299435028248588,11115.0
65,2024-04-02,4,off,18,77,1006,0.9289012003693444,10130.0
65,2024-04-02,5,off,18,77,939,0.9242125984251968,10310.0
65,2024-04-02,6,off,22,83,1195,0.935054773082942,11200.0
65,2024-04-02,9,off,0,399,115,0.2237354085603113,9400.0
65,2024-04-02,10,off,18,496,104,0.1733333333333333,7410.0
65,2024-04-02,13,off,2,200,37,0.1561181434599156,9120.0
65,2024-04-02,14,off,9,78,510,0.8673469387755102,9840.0
65,2024-04-02,15,off,3,488,91,0.157167530224525,8905.0
66,2024-04-09,0,off,6,103,486,0.8251273344651953,9520.0
66,2024-04-09,1,off,14,125,948,0.8835041938490215,10150.0
66,2024-04-09,2,off,16,124,949,0.8844361602982292,10510.0
66,2024-04-09,3,off,27,173,1597,0.9022598870056496,11110.0
66,2024-04-09,4,off,25,96,987,0.9113573407202216,10580.0
66,2024-04-09,5,off,16,92,924,0.9094488188976378,10415.0
66,2024-04-09,6,off,26,108,1170,0.9154929577464788,11350.0
66,2024-04-09,9,off,11,389,125,0.2431906614785992,8850.0
66,2024-04-09,10,off,11,491,109,0.1816666666666666,6970.0
66,2024-04-09,13,off,3,197,40,0.1687763713080168,8590.0
66,2024-04-09,14,off,4,87,501,0.8520408163265306,10070.0
66,2024-04-09,15,off,6,482,97,0.1675302245250431,8390.0
67,2024-04-16,0,off,8,119,470,0.797962648556876,9600.0
67,2024-04-16,1,off,25,138,935,0.8713886300093197,10360.0
67,2024-04-16,2,off,18,137,936,0.8723205964585274,10470.0
67,2024-04-16,3,off,23,196,1574,0.8892655367231639,11105.0
67,2024-04-16,4,off,17,98,985,0.9095106186518928,10745.0
67,2024-04-16,5,off,18,105,911,0.8966535433070866,10680.0
67,2024-04-16,6,off,25,114,1164,0.9107981220657276,10945.0
67,2024-04-16,9,off,9,381,133,0.2587548638132296,8900.0
67,2024-04-16,10,off,16,484,116,0.1933333333333333,6970.0
67,2024-04-16,13,off,7,194,43,0.1814345991561181,8620.0
67,2024-04-16,14,off,7,102,486,0.826530612244898,9995.0
67,2024-04-16,15,off,8,476,103,0.1778929188255613,8450.0
68,2024-04-23,0,off,10,118,471,0.799660441426146,9570.0
68,2024-04-23,1,off,12,152,921,0.8583410997204101,10290.0
68,2024-04-23,2,off,13,151,922,0.8592730661696178,10510.0
68,2024-04-23,3,off,29,204,1566,0.8847457627118644,11135.0
68,2024-04-23,4,off,17,104,979,0.9039704524469068,10920.0
68,2024-04-23,5,off,29,108,908,0.8937007874015748,10650.0
68,2024-04-23,6,off,30,123,1155,0.903755868544601,11200.0
68,2024-04-23,9,off,7,375,139,0.2704280155642023,8940.0
68,2024-04-23,10,off,10,481,119,0.1983333333333333,6970.0
68,2024-04-23,13,off,4,192,45,0.189873417721519,8640.0
68,2024-04-23,14,off,6,116,472,0.8027210884353742,10005.0
68,2024-04-23,15,off,6,471,108,0.1865284974093264,8470.0
69,2024-04-30,0,off,9,123,466,0.7911714770797963,9690.0
69,2024-04-30,1,off,16,160,913,0.8508853681267474,10315.0
69,2024-04-30,2,off,22,162,911,0.8490214352283317,10610.0
69,2024-04-30,3,off,33,203,1567,0.8853107344632768,11160.0
69,2024-04-30,4,off,20,113,970,0.8956602031394275,10800.0
69,2024-04-30,5,off,24,103,913,0.8986220472440944,10680.0
69,2024-04-30,6,off,24,121,1157,0.905320813771518,11310.0
69,2024-04-30,9,off,6,371,143,0.2782101167315175,8950.0
69,2024-04-30,10,off,11,477,123,0.205,6980.0
69,2024-04-30,13,off,5,187,50,0.2109704641350211,8740.0
69,2024-04-30,14,off,10,121,467,0.79421768707483,10170.0
69,2024-04-30,15,off,3,468,111,0.1917098445595854,8465.0
70,2024-05-07,0,peak,49,108,481,0.8166383701188455,9605.0
70,2024-05-07,1,peak,131,107,966,0.9002795899347623,10530.0
70,2024-05-07,2,peak,113,101,972,0.9058713886300092,10880.0
70,2024-05-07,3,peak,198,106,1664,0.9401129943502824,11060.0
70,2024-05-07,4,peak,111,70,1013,0.9353647276084948,10790.0
70,2024-05-07,5,peak,139,53,963,0.9478346456692912,10850.0
70,2024-05-07,6,peak,210,51,1227,0.960093896713615,11670.0
70,2024-05-07,9,peak,49,333,181,0.3521400778210117,8950.0
70,2024-05-07,10,peak,97,431,169,0.2816666666666667,7000.0
70,2024-05-07,13,peak,40,161,76,0.3206751054852321,8960.0
70,2024-05-07,14,peak,60,103,485,0.8248299319727891,10430.0
70,2024-05-07,15,peak,41,434,145,0.2504317789291883,8430.0
71,2024-05-14,0,peak,71,84,505,0.8573853989813243,9605.0
71,2024-05-14,1,peak,120,66,1007,0.9384902143522832,10995.0
71,2024-05-14,2,peak,123,64,1009,0.940354147250699,10925.0
71,2024-05-14,3,peak,201,43,1727,0.9757062146892655,11570.0
71,2024-05-14,4,peak,109,36,1047,0.9667590027700832,11495.0
71,2024-05-14,5,peak,158,31,985,0.969488188976378,10250.0
71,2024-05-14,6,peak,170,36,1242,0.971830985915493,11845.0
71,2024-05-14,9,peak,53,289,225,0.4377431906614786,8950.0
71,2024-05-14,10,peak,101,383,217,0.3616666666666667,7030.0
71,2024-05-14,13,peak,20,149,88,0.3713080168776371,8960.0
71,2024-05-14,14,peak,95,74,514,0.8741496598639455,10180.0
71,2024-05-14,15,peak,41,399,180,0.310880829015544,8480.0
72,2024-05-21,0,peak,72,67,522,0.8862478777589134,9880.0
72,2024-05-21,1,peak,142,41,1032,0.961789375582479,11090.0
72,2024-05-21,2,peak,118,46,1027,0.9571295433364398,11440.0
72,2024-05-21,3,peak,184,24,1746,0.9864406779661016,12135.0
72,2024-05-21,4,peak,136,24,1059,0.9778393351800554,11260.0
72,2024-05-21,5,peak,132,30,986,0.970472440944882,10615.0
72,2024-05-21,6,peak,201,27,1251,0.9788732394366196,11510.0
72,2024-05-21,9,peak,39,257,257,0.5,8950.0
72,2024-05-21,10,peak,84,348,252,0.42,7080.0
72,2024-05-21,13,peak,23,137,100,0.4219409282700422,8990.0
72,2024-05-21,14,peak,71,52,536,0.91156462585034,10410.0
72,2024-05-21,15,peak,34,371,208,0.3592400690846287,8570.0
73,2024-05-28,0,peak,63,55,534,0.9066213921901528,10290.0
73,2024-05-28,1,peak,135,28,1045,0.9739049394221808,11025.0
73,2024-05-28,2,peak,124,36,1037,0.9664492078285182,11265.0
73,2024-05-28,3,peak,185,25,1745,0.9858757062146892,12090.0
73,2024-05-28,4,peak,127,16,1067,0.9852262234533704,11640.0
73,2024-05-28,5,peak,127,17,999,0.9832677165354332,12060.0
73,2024-05-28,6,peak,184,21,1257,0.9835680751173708,11970.0
73,2024-05-28,9,peak,55,214,300,0.5836575875486382,8945.0
73,2024-05-28,10,peak,84,319,281,0.4683333333333333,7120.0
73,2024-05-28,13,peak,25,129,108,0.4556962025316455,9270.0
73,2024-05-28,14,peak,76,41,547,0.9302721088435374,10390.0
73,2024-05-28,15,peak,33,341,238,0.4110535405872193,8480.0
74,2024-06-04,0,peak,70,52,537,0.9117147707979628,10660.0
74,2024-06-04,1,peak,117,21,1052,0.9804287045666356,10950.0
74,2024-06-04,2,peak,113,38,1035,0.9645852749301024,11155.0
74,2024-06-04,3,peak,217,16,1754,0.9909604519774012,12985.0
74,2024-06-04,4,peak,126,13,1070,0.9879963065558632,14510.0
74,2024-06-04,5,peak,134,23,993,0.9773622047244096,12880.0
74,2024-06-04,6,peak,174,18,1260,0.9859154929577464,13615.0
74,2024-06-04,9,peak,40,182,332,0.6459143968871596,8980.0
74,2024-06-04,10,peak,94,288,312,0.52,7065.0
74,2024-06-04,13,peak,20,120,117,0.4936708860759494,9295.0
74,2024-06-04,14,peak,78,24,564,0.9591836734693876,10290.0
74,2024-06-04,15,peak,46,308,271,0.4680483592400691,8635.0
75,2024-06-11,0,peak,60,56,533,0.9049235993208828,10615.0
75,2024-06-11,1,peak,141,17,1056,0.9841565703634668,11040.0
75,2024-06-11,2,peak,108,34,1039,0.968313140726934,11460.0
75,2024-06-11,3,peak,194,9,1761,0.994915254237288,13520.0
75,2024-06-11,4,peak,126,16,1067,0.9852262234533704,13505.0
75,2024-06-11,5,peak,127,20,996,0.9803149606299212,12535.0
75,2024-06-11,6,peak,198,12,1266,0.9906103286384976,11760.0
75,2024-06-11,9,peak,57,149,365,0.7101167315175098,9100.0
75,2024-06-11,10,peak,88,263,337,0.5616666666666666,7130.0
75,2024-06-11,13,peak,46,93,144,0.6075949367088608,9360.0
75,2024-06-11,14,peak,54,30,558,0.9489795918367347,11195.0
75,2024-06-11,15,peak,32,281,298,0.5146804835924007,8680.0
76,2024-06-18,0,peak,60,46,543,0.9219015280135824,10640.0
76,2024-06-18,1,peak,151,12,1061,0.988816402609506,12570.0
76,2024-06-18,2,peak,119,30,1043,0.9720410065237652,11660.0
76,2024-06-18,3,peak,227,6,1764,0.9966101694915256,13240.0
76,2024-06-18,4,peak,116,15,1068,0.9861495844875346,12220.0
76,2024-06-18,5,peak,148,14,1002,0.9862204724409448,11910.0
76,2024-06-18,6,peak,181,9,1269,0.9929577464788732,11890.0
76,2024-06-18,9,peak,51,120,394,0.7665369649805448,9190.0
76,2024-06-18,10,peak,100,231,369,0.615,7300.0
76,2024-06-18,13,peak,29,86,151,0.6371308016877637,9390.0
76,2024-06-18,14,peak,82,26,562,0.95578231292517,11530.0
76,2024-06-18,15,peak,38,252,327,0.5647668393782384,8855.0
77,2024-06-25,0,peak,81,45,544,0.9235993208828522,10720.0
77,2024-06-25,1,peak,124,12,1061,0.988816402609506,13160.0
77,2024-06-25,2,peak,95,27,1046,0.9748369058713886,11350.0
77,2024-06-25,3,peak,224,3,1767,0.9983050847457628,15500.0
77,2024-06-25,4,peak,119,7,1076,0.9935364727608494,14340.0
77,2024-06-25,5,peak,137,14,1002,0.9862204724409448,11925.0
77,2024-06-25,6,peak,183,11,1267,0.9913928012519562,13080.0
77,2024-06-25,9,peak,51,101,413,0.8035019455252919,8950.0
77,2024-06-25,10,peak,92,213,387,0.645,7460.0
77,2024-06-25,13,peak,26,77,160,0.6751054852320675,9320.0
77,2024-06-25,14,peak,60,22,566,0.9625850340136054,11530.0
77,2024-06-25,15,peak,52,226,353,0.6096718480138169,8965.0
78,2024-07-02,0,peak,79,44,545,0.9252971137521222,10800.0
78,2024-07-02,1,peak,132,13,1060,0.9878844361602982,12390.0
78,2024-07-02,2,peak,146,23,1050,0.97856477166822,11230.0
78,2024-07-02,3,peak,184,3,1767,0.9983050847457628,15500.0
78,2024-07-02,4,peak,134,6,1077,0.994459833795014,14605.0
78,2024-07-02,5,peak,157,9,1007,0.9911417322834646,13760.0
78,2024-07-02,6,peak,163,8,1270,0.9937402190923318,13425.0
78,2024-07-02,9,peak,61,75,439,0.8540856031128404,9320.0
78,2024-07-02,10,peak,86,196,404,0.6733333333333333,7555.0
78,2024-07-02,13,peak,30,69,168,0.7088607594936709,9320.0
78,2024-07-02,14,peak,79,19,569,0.967687074829932,12720.0
78,2024-07-02,15,peak,48,196,383,0.6614853195164075,9200.0
79,2024-07-09,0,peak,65,41,548,0.930390492359932,10880.0
79,2024-07-09,1,peak,117,12,1061,0.988816402609506,12605.0
79,2024-07-09,2,peak,115,17,1056,0.9841565703634668,11150.0
79,2024-07-09,3,peak,212,2,1768,0.9988700564971752,13520.0
79,2024-07-09,4,peak,141,9,1074,0.9916897506925209,11690.0
79,2024-07-09,5,peak,157,11,1005,0.9891732283464568,13140.0
79,2024-07-09,6,peak,205,6,1272,0.9953051643192488,14390.0
79,2024-07-09,9,peak,45,61,453,0.8813229571984436,9320.0
79,2024-07-09,10,peak,115,176,424,0.7066666666666667,7610.0
79,2024-07-09,13,peak,49,52,185,0.7805907172995781,9635.0
79,2024-07-09,14,peak,71,20,568,0.9659863945578232,11840.0
79,2024-07-09,15,peak,43,167,412,0.7115716753022453,9330.0
80,2024-07-16,0,peak,59,35,554,0.9405772495755518,10720.0
80,2024-07-16,1,peak,118,13,1060,0.9878844361602982,12820.0
80,2024-07-16,2,peak,133,12,1061,0.988816402609506,11170.0
80,2024-07-16,3,peak,201,2,1768,0.9988700564971752,16010.0
80,2024-07-16,4,peak,131,7,1076,0.9935364727608494,15560.0
80,2024-07-16,5,peak,157,10,1006,0.9901574803149606,12560.0
80,2024-07-16,6,peak,197,6,1272,0.9953051643192488,13150.0
80,2024-07-16,9,peak,54,48,466,0.906614785992218,9550.0
80,2024-07-16,10,peak,110,161,439,0.7316666666666667,7610.0
80,2024-07-16,13,peak,33,48,189,0.7974683544303798,9635.0
80,2024-07-16,14,peak,80,13,575,0.9778911564625852,12080.0
80,2024-07-16,15,peak,41,144,435,0.7512953367875648,9140.0
81,2024-07-23,0,peak,77,25,564,0.9575551782682512,10720.0
81,2024-07-23,1,peak,110,12,1061,0.988816402609506,13300.0
81,2024-07-23,2,peak,114,18,1055,0.983224603914259,12370.0
81,2024-07-23,3,peak,233,4,1766,0.9977401129943504,13185.0
81,2024-07-23,4,peak,139,8,1075,0.9926131117266852,14535.0
81,2024-07-23,5,peak,159,11,1005,0.9891732283464568,12480.0
81,2024-07-23,6,peak,204,6,1272,0.9953051643192488,11830.0
81,2024-07-23,9,peak,63,38,476,0.926070038910506,9805.0
81,2024-07-23,10,peak,97,150,450,0.75,7605.0
81,2024-07-23,13,peak,30,44,193,0.8143459915611815,9615.0
81,2024-07-23,14,peak,81,14,574,0.9761904761904762,12245.0
81,2024-07-23,15,peak,41,123,456,0.7875647668393783,9250.0
82,2024-07-30,0,peak,63,24,565,0.9592529711375212,11025.0
82,2024-07-30,1,peak,143,8,1065,0.9925442684063374,13155.0
82,2024-07-30,2,peak,127,13,1060,0.9878844361602982,12360.0
82,2024-07-30,3,peak,200,3,1767,0.9983050847457628,14720.0
82,2024-07-30,4,peak,156,10,1073,0.9907663896583564,14535.0
82,2024-07-30,5,peak,145,7,1009,0.9931102362204725,14450.0
82,2024-07-30,6,peak,186,9,1269,0.9929577464788732,11580.0
82,2024-07-30,9,peak,44,32,482,0.9377431906614786,9870.0
82,2024-07-30,10,peak,73,140,460,0.7666666666666667,7610.0
82,2024-07-30,13,peak,35,38,199,0.8396624472573839,9685.0
82,2024-07-30,14,peak,67,12,576,0.979591836734694,12525.0
82,2024-07-30,15,peak,50,102,477,0.8238341968911918,9290.0
83,2024-08-06,0,normal,20,25,564,0.9575551782682512,10720.0
83,2024-08-06,1,normal,41,15,1058,0.9860205032618826,12070.0
83,2024-08-06,2,normal,46,12,1061,0.988816402609506,12015.0
83,2024-08-06,3,normal,70,14,1756,0.992090395480226,12310.0
83,2024-08-06,4,normal,42,17,1066,0.984302862419206,12370.0
83,2024-08-06,5,normal,51,12,1004,0.9881889763779528,13180.0
83,2024-08-06,6,normal,54,16,1262,0.9874804381846636,11455.0
83,2024-08-06,9,normal,11,31,483,0.9396887159533074,9910.0
83,2024-08-06,10,normal,28,139,461,0.7683333333333333,7610.0
83,2024-08-06,13,normal,1,38,199,0.8396624472573839,9685.0
83,2024-08-06,14,normal,25,13,575,0.9778911564625852,12640.0
83,2024-08-06,15,normal,11,99,480,0.8290155440414507,9250.0
84,2024-08-13,0,normal,16,27,562,0.9541595925297114,10400.0
84,2024-08-13,1,normal,41,12,1061,0.988816402609506,11550.0
84,2024-08-13,2,normal,39,17,1056,0.9841565703634668,10670.0
84,2024-08-13,3,normal,61,14,1756,0.992090395480226,12720.0
84,2024-08-13,4,normal,47,24,1059,0.9778393351800554,12215.0
84,2024-08-13,5,normal,61,19,997,0.9812992125984252,12600.0
84,2024-08-13,6,normal,62,21,1257,0.9835680751173708,11990.0
84,2024-08-13,9,normal,14,29,485,0.943579766536965,9910.0
84,2024-08-13,10,normal,42,140,460,0.7666666666666667,7650.0
84,2024-08-13,13,normal,11,36,201,0.8481012658227848,9720.0
84,2024-08-13,14,normal,20,15,573,0.9744897959183674,11620.0
84,2024-08-13,15,normal,15,93,486,0.8393782383419689,9250.0
85,2024-08-20,0,normal,17,29,560,0.9507640067911716,10080.0
85,2024-08-20,1,normal,56,15,1058,0.9860205032618826,10430.0
85,2024-08-20,2,normal,43,27,1046,0.9748369058713886,10340.0
85,2024-08-20,3,normal,55,24,1746,0.9864406779661016,11510.0
85,2024-08-20,4,normal,45,23,1060,0.9787626962142196,12320.0
85,2024-08-20,5,normal,51,32,984,0.968503937007874,12005.0
