lease_id,unit_id,project_id,tenant_segment,week_start,date_start,week_end,lease_months,rent,is_renewal
L001727,U060871,6,renewal,9,2023-03-07,57,12,10770.0,True
L001728,U061110,6,renewal,9,2023-03-07,57,12,10760.0,True
L001729,U061223,6,renewal,9,2023-03-07,33,6,10880.0,True
L001730,U140006,14,renewal,9,2023-03-07,33,6,9930.0,True
L001731,U140104,14,renewal,9,2023-03-07,57,12,9060.0,True
L001732,U140180,14,renewal,9,2023-03-07,33,6,10080.0,True
L001733,U140243,14,renewal,9,2023-03-07,57,12,15210.0,True
L001734,U140251,14,renewal,9,2023-03-07,57,12,10660.0,True
L001735,U140488,14,renewal,9,2023-03-07,57,12,9790.0,True
L001736,U140513,14,renewal,9,2023-03-07,33,6,10800.0,True
L001737,U000337,0,year1,9,2023-03-07,33,6,9470.0,False
L001738,U000271,0,year4,9,2023-03-07,57,12,8270.0,False
L001739,U000412,0,year4,9,2023-03-07,33,6,9080.0,False
L001740,U010366,1,year2_3,9,2023-03-07,57,12,9020.0,False
L001741,U010539,1,year2_3,9,2023-03-07,57,12,9030.0,False
L001742,U010846,1,year2_3,9,2023-03-07,33,6,8980.0,False
L001743,U010552,1,year1,9,2023-03-07,33,6,8020.0,False
L001744,U020300,2,year2_3,9,2023-03-07,57,12,9840.0,False
L001745,U020626,2,year1,9,2023-03-07,57,12,10980.0,False
L001746,U020138,2,year4,9,2023-03-07,57,12,8320.0,False
L001747,U020445,2,year4,9,2023-03-07,57,12,8870.0,False
L001748,U020768,2,year1,9,2023-03-07,57,12,9830.0,False
L001749,U020739,2,year1,9,2023-03-07,57,12,8490.0,False
L001750,U020580,2,firstjob,9,2023-03-07,33,6,9990.0,False
L001751,U020163,2,year1,9,2023-03-07,57,12,9100.0,False
L001752,U020019,2,year4,9,2023-03-07,57,12,9240.0,False
L001753,U020775,2,year4,9,2023-03-07,57,12,9020.0,False
L001754,U020723,2,year4,9,2023-03-07,57,12,8660.0,False
L001755,U020616,2,year1,9,2023-03-07,57,12,8870.0,False
L001756,U030129,3,year2_3,9,2023-03-07,57,12,12250.0,False
L001757,U030278,3,year1,9,2023-03-07,57,12,13130.0,False
L001758,U030951,3,year4,9,2023-03-07,33,6,8750.0,False
L001759,U030412,3,firstjob,9,2023-03-07,57,12,9290.0,False
L001760,U030712,3,year2_3,9,2023-03-07,57,12,9340.0,False
L001761,U030935,3,year1,9,2023-03-07,57,12,12620.0,False
L001762,U031265,3,year1,9,2023-03-07,33,6,12080.0,False
L001763,U031316,3,year4,9,2023-03-07,57,12,10900.0,False
L001764,U031157,3,year4,9,2023-03-07,33,6,8880.0,False
L001765,U030177,3,year2_3,9,2023-03-07,57,12,10480.0,False
L001766,U030010,3,year2_3,9,2023-03-07,57,12,10500.0,False
L001767,U031418,3,year2_3,9,2023-03-07,57,12,9590.0,False
L001768,U030901,3,year4,9,2023-03-07,57,12,10340.0,False
L001769,U030007,3,year1,9,2023-03-07,57,12,11950.0,False
L001770,U030022,3,year1,9,2023-03-07,57,12,9290.0,False
L001771,U031148,3,year1,9,2023-03-07,33,6,9760.0,False
L001772,U030274,3,firstjob,9,2023-03-07,57,12,12370.0,False
L001773,U030896,3,year1,9,2023-03-07,57,12,9750.0,False
L001774,U040642,4,year1,9,2023-03-07,57,12,10030.0,False
L001775,U040337,4,year2_3,9,2023-03-07,57,12,8580.0,False
L001776,U040010,4,year1,9,2023-03-07,33,6,9950.0,False
L001777,U040434,4,year4,9,2023-03-07,33,6,8250.0,False
L001778,U040716,4,year4,9,2023-03-07,57,12,9170.0,False
L001779,U040412,4,year2_3,9,2023-03-07,33,6,13360.0,False
L001780,U040887,4,year1,9,2023-03-07,57,12,10110.0,False
L001781,U050936,5,year1,9,2023-03-07,33,6,9440.0,False
L001782,U050974,5,year2_3,9,2023-03-07,57,12,10800.0,False
L001783,U050688,5,year1,9,2023-03-07,33,6,13530.0,False
L001784,U050711,5,year4,9,2023-03-07,33,6,13280.0,False
L001785,U050197,5,year2_3,9,2023-03-07,57,12,9110.0,False
L001786,U050899,5,year2_3,9,2023-03-07,57,12,11050.0,False
L001787,U050754,5,year2_3,9,2023-03-07,33,6,8880.0,False
L001788,U060479,6,firstjob,9,2023-03-07,57,12,10200.0,False
L001789,U060509,6,year4,9,2023-03-07,33,6,9440.0,False
L001790,U061188,6,year4,9,2023-03-07,33,6,8740.0,False
L001791,U060038,6,year4,9,2023-03-07,57,12,9130.0,False
L001792,U060392,6,year2_3,9,2023-03-07,33,6,10020.0,False
L001793,U060289,6,year4,9,2023-03-07,33,6,8890.0,False
L001794,U060690,6,year1,9,2023-03-07,57,12,11090.0,False
L001795,U060771,6,year2_3,9,2023-03-07,57,12,11800.0,False
L001796,U060896,6,firstjob,9,2023-03-07,57,12,10630.0,False
L001797,U060935,6,year1,9,2023-03-07,57,12,11840.0,False
L001798,U060161,6,year2_3,9,2023-03-07,33,6,8820.0,False
L001799,U140164,14,year2_3,9,2023-03-07,33,6,8120.0,False
L001800,U140318,14,firstjob,9,2023-03-07,57,12,10990.0,False
L001801,U140085,14,year2_3,9,2023-03-07,57,12,9140.0,False
L001802,U140571,14,year2_3,9,2023-03-07,57,12,11880.0,False
L001803,U000016,0,renewal,10,2023-03-14,34,6,15240.0,True
L001804,U000088,0,renewal,10,2023-03-14,34,6,9850.0,True
L001805,U000329,0,renewal,10,2023-03-14,34,6,13730.0,True
L001806,U000409,0,renewal,10,2023-03-14,58,12,11800.0,True
L001807,U000562,0,renewal,10,2023-03-14,58,12,9210.0,True
L001808,U010244,1,renewal,10,2023-03-14,58,12,10400.0,True
L001809,U010285,1,renewal,10,2023-03-14,58,12,9880.0,True
L001810,U010416,1,renewal,10,2023-03-14,34,6,12220.0,True
L001811,U010461,1,renewal,10,2023-03-14,58,12,13640.0,True
L001812,U010469,1,renewal,10,2023-03-14,58,12,9570.0,True
L001813,U010742,1,renewal,10,2023-03-14,34,6,12160.0,True
L001814,U010815,1,renewal,10,2023-03-14,34,6,13340.0,True
L001815,U010958,1,renewal,10,2023-03-14,58,12,12930.0,True
L001816,U010977,1,renewal,10,2023-03-14,34,6,12230.0,True
L001817,U020628,2,renewal,10,2023-03-14,58,12,9610.0,True
L001818,U020720,2,renewal,10,2023-03-14,58,12,10050.0,True
L001819,U020959,2,renewal,10,2023-03-14,58,12,9930.0,True
L001820,U030171,3,renewal,10,2023-03-14,58,12,11140.0,True
L001821,U030257,3,renewal,10,2023-03-14,34,6,9750.0,True
L001822,U030303,3,renewal,10,2023-03-14,58,12,10840.0,True
L001823,U030349,3,renewal,10,2023-03-14,34,6,14250.0,True
L001824,U030385,3,renewal,10,2023-03-14,34,6,14440.0,True
L001825,U030414,3,renewal,10,2023-03-14,58,12,12950.0,True
L001826,U030595,3,renewal,10,2023-03-14,58,12,13930.0,True
L001827,U030667,3,renewal,10,2023-03-14,58,12,10040.0,True
L001828,U030686,3,renewal,10,2023-03-14,58,12,10760.0,True
L001829,U031042,3,renewal,10,2023-03-14,34,6,10880.0,True
L001830,U031543,3,renewal,10,2023-03-14,58,12,12590.0,True
L001831,U031728,3,renewal,10,2023-03-14,34,6,11770.0,True
L001832,U040082,4,renewal,10,2023-03-14,58,12,11210.0,True
L001833,U040178,4,renewal,10,2023-03-14,58,12,12820.0,True
L001834,U040415,4,renewal,10,2023-03-14,58,12,10120.0,True
L001835,U040456,4,renewal,10,2023-03-14,34,6,13730.0,True
L001836,U040579,4,renewal,10,2023-03-14,58,12,9980.0,True
L001837,U040679,4,renewal,10,2023-03-14,34,6,10150.0,True
L001838,U040780,4,renewal,10,2023-03-14,58,12,10620.0,True
L001839,U040876,4,renewal,10,2023-03-14,34,6,13740.0,True
L001840,U050228,5,renewal,10,2023-03-14,34,6,15990.0,True
L001841,U050240,5,renewal,10,2023-03-14,34,6,11150.0,True
L001842,U050626,5,renewal,10,2023-03-14,58,12,10370.0,True
L001843,U050649,5,renewal,10,2023-03-14,58,12,14630.0,True
L001844,U050934,5,renewal,10,2023-03-14,34,6,13140.0,True
L001845,U060193,6,renewal,10,2023-03-14,58,12,12640.0,True
L001846,U060229,6,renewal,10,2023-03-14,58,12,15690.0,True
L001847,U060245,6,renewal,10,2023-03-14,58,12,12440.0,True
L001848,U060413,6,renewal,10,2023-03-14,58,12,10970.0,True
L001849,U060755,6,renewal,10,2023-03-14,34,6,12400.0,True
L001850,U060842,6,renewal,10,2023-03-14,58,12,10510.0,True
L001851,U060939,6,renewal,10,2023-03-14,34,6,14970.0,True
L001852,U061237,6,renewal,10,2023-03-14,34,6,12290.0,True
L001853,U061247,6,renewal,10,2023-03-14,58,12,13710.0,True
L001854,U140214,14,renewal,10,2023-03-14,58,12,9830.0,True
L001855,U140270,14,renewal,10,2023-03-14,34,6,10520.0,True
L001856,U140339,14,renewal,10,2023-03-14,34,6,10080.0,True
L001857,U140389,14,renewal,10,2023-03-14,34,6,13020.0,True
L001858,U000367,0,year2_3,10,2023-03-14,58,12,8850.0,False
L001859,U000269,0,year1,10,2023-03-14,58,12,9070.0,False
L001860,U000255,0,year2_3,10,2023-03-14,34,6,8870.0,False
L001861,U000073,0,year4,10,2023-03-14,58,12,8640.0,False
L001862,U011042,1,year4,10,2023-03-14,58,12,11660.0,False
L001863,U010422,1,year1,10,2023-03-14,34,6,9020.0,False
L001864,U010492,1,year2_3,10,2023-03-14,58,12,9280.0,False
L001865,U010325,1,firstjob,10,2023-03-14,58,12,8880.0,False
L001866,U010876,1,year2_3,10,2023-03-14,58,12,11130.0,False
L001867,U010059,1,year4,10,2023-03-14,58,12,11340.0,False
L001868,U010004,1,year4,10,2023-03-14,58,12,8710.0,False
L001869,U010361,1,year2_3,10,2023-03-14,34,6,8380.0,False
L001870,U020089,2,year4,10,2023-03-14,58,12,8840.0,False
L001871,U020220,2,year1,10,2023-03-14,58,12,9200.0,False
L001872,U021006,2,year1,10,2023-03-14,34,6,13550.0,False
L001873,U020315,2,year1,10,2023-03-14,58,12,9230.0,False
L001874,U020283,2,year2_3,10,2023-03-14,58,12,13280.0,False
L001875,U020180,2,firstjob,10,2023-03-14,34,6,10940.0,False
L001876,U020045,2,year4,10,2023-03-14,34,6,8330.0,False
L001877,U020602,2,firstjob,10,2023-03-14,58,12,10430.0,False
L001878,U030334,3,year1,10,2023-03-14,58,12,9180.0,False
L001879,U030301,3,year2_3,10,2023-03-14,58,12,13190.0,False
L001880,U030772,3,year2_3,10,2023-03-14,58,12,10160.0,False
L001881,U030971,3,year1,10,2023-03-14,58,12,11020.0,False
L001882,U030150,3,year1,10,2023-03-14,58,12,12240.0,False
L001883,U030296,3,year1,10,2023-03-14,58,12,11650.0,False
L001884,U030929,3,year2_3,10,2023-03-14,34,6,9550.0,False
L001885,U031184,3,year1,10,2023-03-14,58,12,9170.0,False
L001886,U031337,3,year2_3,10,2023-03-14,34,6,12570.0,False
L001887,U031192,3,year1,10,2023-03-14,34,6,11270.0,False
L001888,U030237,3,year1,10,2023-03-14,34,6,8920.0,False
L001889,U031669,3,year2_3,10,2023-03-14,34,6,11830.0,False
L001890,U030463,3,year4,10,2023-03-14,58,12,10730.0,False
L001891,U030136,3,year1,10,2023-03-14,58,12,8320.0,False
L001892,U030094,3,firstjob,10,2023-03-14,58,12,12010.0,False
L001893,U030202,3,year4,10,2023-03-14,58,12,9580.0,False
L001894,U030497,3,year1,10,2023-03-14,58,12,10410.0,False
L001895,U031033,3,year1,10,2023-03-14,34,6,9730.0,False
L001896,U031306,3,year2_3,10,2023-03-14,34,6,9500.0,False
L001897,U030902,3,year1,10,2023-03-14,34,6,10810.0,False
L001898,U031261,3,firstjob,10,2023-03-14,34,6,9240.0,False
L001899,U040560,4,year1,10,2023-03-14,58,12,10880.0,False
L001900,U040229,4,year2_3,10,2023-03-14,58,12,9730.0,False
L001901,U040142,4,year4,10,2023-03-14,58,12,8930.0,False
L001902,U040385,4,firstjob,10,2023-03-14,34,6,8860.0,False
L001903,U040690,4,year1,10,2023-03-14,34,6,12860.0,False
L001904,U040151,4,year2_3,10,2023-03-14,58,12,10610.0,False
L001905,U040356,4,year1,10,2023-03-14,34,6,10720.0,False
L001906,U041064,4,year4,10,2023-03-14,58,12,15110.0,False
L001907,U040098,4,year1,10,2023-03-14,58,12,8990.0,False
L001908,U040922,4,year2_3,10,2023-03-14,58,12,9000.0,False
L001909,U040174,4,firstjob,10,2023-03-14,58,12,9060.0,False
L001910,U050751,5,year2_3,10,2023-03-14,34,6,9400.0,False
L001911,U050931,5,year1,10,2023-03-14,58,12,9680.0,False
L001912,U050750,5,year1,10,2023-03-14,58,12,9070.0,False
L001913,U060190,6,year1,10,2023-03-14,58,12,14380.0,False
L001914,U060287,6,year1,10,2023-03-14,58,12,11850.0,False
L001915,U060693,6,year4,10,2023-03-14,58,12,9680.0,False
L001916,U060654,6,year1,10,2023-03-14,58,12,11820.0,False
L001917,U060805,6,year2_3,10,2023-03-14,34,6,9270.0,False
L001918,U060523,6,year1,10,2023-03-14,58,12,9430.0,False
L001919,U060122,6,year2_3,10,2023-03-14,58,12,10860.0,False
L001920,U060243,6,year2_3,10,2023-03-14,58,12,12610.0,False
L001921,U060925,6,year4,10,2023-03-14,58,12,9730.0,False
L001922,U060060,6,year4,10,2023-03-14,58,12,9580.0,False
L001923,U060578,6,year1,10,2023-03-14,58,12,10510.0,False
L001924,U060192,6,year2_3,10,2023-03-14,58,12,9270.0,False
L001925,U140313,14,year1,10,2023-03-14,58,12,8590.0,False
L001926,U140102,14,year4,10,2023-03-14,58,12,8500.0,False
L001927,U140265,14,year1,10,2023-03-14,58,12,11750.0,False
L001928,U140133,14,year2_3,10,2023-03-14,34,6,8260.0,False
L001929,U000208,0,renewal,11,2023-03-21,35,6,10180.0,True
L001930,U000324,0,renewal,11,2023-03-21,59,12,9870.0,True
L001931,U000360,0,renewal,11,2023-03-21,59,12,11270.0,True
L001932,U000538,0,renewal,11,2023-03-21,35,6,11860.0,True
L001933,U010226,1,renewal,11,2023-03-21,59,12,9900.0,True
L001934,U010265,1,renewal,11,2023-03-21,59,12,10070.0,True
L001935,U010349,1,renewal,11,2023-03-21,59,12,15840.0,True
L001936,U010363,1,renewal,11,2023-03-21,59,12,10350.0,True
L001937,U010806,1,renewal,11,2023-03-21,35,6,12370.0,True
L001938,U010930,1,renewal,11,2023-03-21,59,12,10340.0,True
L001939,U010951,1,renewal,11,2023-03-21,59,12,12940.0,True
L001940,U010994,1,renewal,11,2023-03-21,59,12,12280.0,True
L001941,U020301,2,renewal,11,2023-03-21,35,6,10160.0,True
L001942,U020416,2,renewal,11,2023-03-21,59,12,10170.0,True
L001943,U020530,2,renewal,11,2023-03-21,35,6,9440.0,True
L001944,U020807,2,renewal,11,2023-03-21,59,12,9930.0,True
L001945,U020899,2,renewal,11,2023-03-21,59,12,12700.0,True
L001946,U030424,3,renewal,11,2023-03-21,59,12,13990.0,True
L001947,U030442,3,renewal,11,2023-03-21,59,12,10150.0,True
L001948,U030651,3,renewal,11,2023-03-21,59,12,13050.0,True
L001949,U030707,3,renewal,11,2023-03-21,35,6,11320.0,True
L001950,U030746,3,renewal,11,2023-03-21,59,12,10710.0,True
L001951,U030948,3,renewal,11,2023-03-21,59,12,13240.0,True
L001952,U030998,3,renewal,11,2023-03-21,59,12,11050.0,True
L001953,U031075,3,renewal,11,2023-03-21,35,6,13290.0,True
L001954,U031116,3,renewal,11,2023-03-21,59,12,11970.0,True
L001955,U031121,3,renewal,11,2023-03-21,35,6,10180.0,True
L001956,U031131,3,renewal,11,2023-03-21,59,12,13000.0,True
L001957,U031269,3,renewal,11,2023-03-21,35,6,10330.0,True
L001958,U031594,3,renewal,11,2023-03-21,59,12,10930.0,True
L001959,U031747,3,renewal,11,2023-03-21,35,6,13340.0,True
L001960,U040202,4,renewal,11,2023-03-21,35,6,9630.0,True
L001961,U040214,4,renewal,11,2023-03-21,59,12,12440.0,True
L001962,U040252,4,renewal,11,2023-03-21,59,12,10900.0,True
L001963,U040263,4,renewal,11,2023-03-21,59,12,11160.0,True
L001964,U040438,4,renewal,11,2023-03-21,35,6,10330.0,True
L001965,U041004,4,renewal,11,2023-03-21,35,6,13480.0,True
L001966,U041040,4,renewal,11,2023-03-21,35,6,16700.0,True
L001967,U050013,5,renewal,11,2023-03-21,35,6,9610.0,True
L001968,U050020,5,renewal,11,2023-03-21,59,12,9940.0,True
L001969,U050166,5,renewal,11,2023-03-21,59,12,10120.0,True
L001970,U050417,5,renewal,11,2023-03-21,59,12,9940.0,True
L001971,U050925,5,renewal,11,2023-03-21,59,12,12250.0,True
L001972,U060049,6,renewal,11,2023-03-21,59,12,12290.0,True
L001973,U060069,6,renewal,11,2023-03-21,35,6,10840.0,True
L001974,U060256,6,renewal,11,2023-03-21,59,12,15030.0,True
L001975,U060361,6,renewal,11,2023-03-21,59,12,14270.0,True
L001976,U060428,6,renewal,11,2023-03-21,59,12,14930.0,True
L001977,U060497,6,renewal,11,2023-03-21,59,12,11260.0,True
L001978,U060815,6,renewal,11,2023-03-21,35,6,13140.0,True
L001979,U060865,6,renewal,11,2023-03-21,59,12,12900.0,True
L001980,U060961,6,renewal,11,2023-03-21,59,12,9900.0,True
L001981,U061044,6,renewal,11,2023-03-21,35,6,12120.0,True
L001982,U140021,14,renewal,11,2023-03-21,59,12,12060.0,True
L001983,U140409,14,renewal,11,2023-03-21,35,6,9720.0,True
L001984,U140476,14,renewal,11,2023-03-21,35,6,10620.0,True
L001985,U000542,0,year4,11,2023-03-21,35,6,8300.0,False
L001986,U000514,0,year2_3,11,2023-03-21,59,12,8870.0,False
L001987,U000229,0,year1,11,2023-03-21,59,12,10160.0,False
L001988,U010228,1,year1,11,2023-03-21,59,12,9160.0,False
L001989,U010689,1,year2_3,11,2023-03-21,59,12,13160.0,False
L001990,U010472,1,year2_3,11,2023-03-21,35,6,9380.0,False
L001991,U010508,1,year1,11,2023-03-21,35,6,12450.0,False
L001992,U020669,2,year2_3,11,2023-03-21,59,12,9400.0,False
L001993,U020102,2,year4,11,2023-03-21,59,12,8680.0,False
L001994,U020943,2,year1,11,2023-03-21,35,6,8890.0,False
L001995,U020927,2,year2_3,11,2023-03-21,59,12,9020.0,False
L001996,U020908,2,year2_3,11,2023-03-21,35,6,8530.0,False
L001997,U020811,2,year1,11,2023-03-21,35,6,12720.0,False
L001998,U020787,2,year1,11,2023-03-21,59,12,8460.0,False
L001999,U020925,2,year2_3,11,2023-03-21,59,12,9800.0,False
L002000,U020945,2,year1,11,2023-03-21,35,6,11680.0,False
L002001,U030892,3,year1,11,2023-03-21,35,6,9690.0,False
L002002,U031595,3,year2_3,11,2023-03-21,59,12,9620.0,False
L002003,U031023,3,year1,11,2023-03-21,35,6,10480.0,False
L002004,U031200,3,year4,11,2023-03-21,35,6,11700.0,False
L002005,U031686,3,year4,11,2023-03-21,59,12,9690.0,False
L002006,U030719,3,firstjob,11,2023-03-21,59,12,9960.0,False
L002007,U030551,3,firstjob,11,2023-03-21,59,12,11130.0,False
L002008,U031062,3,year1,11,2023-03-21,59,12,11100.0,False
L002009,U031576,3,year1,11,2023-03-21,35,6,9670.0,False
L002010,U031119,3,year1,11,2023-03-21,35,6,11180.0,False
L002011,U030598,3,firstjob,11,2023-03-21,59,12,12070.0,False
L002012,U031089,3,firstjob,11,2023-03-21,35,6,11010.0,False
L002013,U040073,4,year2_3,11,2023-03-21,35,6,8950.0,False
L002014,U040573,4,year4,11,2023-03-21,59,12,11080.0,False
L002015,U041068,4,year2_3,11,2023-03-21,59,12,8650.0,False
L002016,U040044,4,year2_3,11,2023-03-21,59,12,8460.0,False
L002017,U040065,4,year1,11,2023-03-21,59,12,9630.0,False
L002018,U040538,4,year1,11,2023-03-21,59,12,11970.0,False
L002019,U040644,4,year1,11,2023-03-21,59,12,10610.0,False
L002020,U040783,4,year1,11,2023-03-21,59,12,8350.0,False
L002021,U040901,4,year2_3,11,2023-03-21,59,12,8950.0,False
L002022,U040299,4,year1,11,2023-03-21,59,12,9690.0,False
L002023,U040757,4,year2_3,11,2023-03-21,59,12,8900.0,False
L002024,U050480,5,year1,11,2023-03-21,59,12,9820.0,False
L002025,U050780,5,year1,11,2023-03-21,35,6,11090.0,False
L002026,U050821,5,year4,11,2023-03-21,59,12,9080.0,False
L002027,U050543,5,year4,11,2023-03-21,59,12,9010.0,False
L002028,U050786,5,year1,11,2023-03-21,59,12,8680.0,False
L002029,U050578,5,year2_3,11,2023-03-21,59,12,12680.0,False
L002030,U050776,5,year1,11,2023-03-21,59,12,10920.0,False
L002031,U060783,6,year1,11,2023-03-21,59,12,10120.0,False
L002032,U060216,6,year1,11,2023-03-21,35,6,12910.0,False
L002033,U060304,6,year4,11,2023-03-21,59,12,11510.0,False
L002034,U060678,6,year1,11,2023-03-21,59,12,10590.0,False
L002035,U060631,6,year2_3,11,2023-03-21,35,6,9380.0,False
L002036,U060791,6,year4,11,2023-03-21,35,6,9090.0,False
L002037,U060938,6,year1,11,2023-03-21,35,6,12260.0,False
L002038,U060601,6,firstjob,11,2023-03-21,59,12,10130.0,False
L002039,U060021,6,year1,11,2023-03-21,59,12,10720.0,False
L002040,U140444,14,year1,11,2023-03-21,59,12,8750.0,False
L002041,U140293,14,firstjob,11,2023-03-21,35,6,9060.0,False
L002042,U000032,0,renewal,12,2023-03-28,60,12,10860.0,True
L002043,U000145,0,renewal,12,2023-03-28,60,12,10080.0,True
L002044,U000221,0,renewal,12,2023-03-28,60,12,9940.0,True
L002045,U000287,0,renewal,12,2023-03-28,36,6,9090.0,True
L002046,U000429,0,renewal,12,2023-03-28,60,12,14470.0,True
L002047,U010033,1,renewal,12,2023-03-28,60,12,15090.0,True
L002048,U010257,1,renewal,12,2023-03-28,60,12,10450.0,True
L002049,U010467,1,renewal,12,2023-03-28,60,12,10280.0,True
L002050,U010619,1,renewal,12,2023-03-28,36,6,10010.0,True
L002051,U010625,1,renewal,12,2023-03-28,60,12,12790.0,True
L002052,U010640,1,renewal,12,2023-03-28,36,6,9750.0,True
L002053,U010891,1,renewal,12,2023-03-28,60,12,14340.0,True
L002054,U011014,1,renewal,12,2023-03-28,36,6,9810.0,True
L002055,U020038,2,renewal,12,2023-03-28,36,6,9690.0,True
L002056,U020362,2,renewal,12,2023-03-28,60,12,10090.0,True
L002057,U020697,2,renewal,12,2023-03-28,60,12,10410.0,True
L002058,U020724,2,renewal,12,2023-03-28,60,12,10330.0,True
L002059,U020809,2,renewal,12,2023-03-28,60,12,10760.0,True
L002060,U020920,2,renewal,12,2023-03-28,60,12,13190.0,True
L002061,U021023,2,renewal,12,2023-03-28,60,12,10330.0,True
L002062,U030019,3,renewal,12,2023-03-28,60,12,10070.0,True
L002063,U030078,3,renewal,12,2023-03-28,60,12,10520.0,True
L002064,U030092,3,renewal,12,2023-03-28,60,12,12820.0,True
L002065,U030184,3,renewal,12,2023-03-28,60,12,10940.0,True
L002066,U030488,3,renewal,12,2023-03-28,36,6,12140.0,True
L002067,U030498,3,renewal,12,2023-03-28,36,6,12120.0,True
L002068,U030780,3,renewal,12,2023-03-28,60,12,11270.0,True
L002069,U030835,3,renewal,12,2023-03-28,36,6,12540.0,True
L002070,U030839,3,renewal,12,2023-03-28,36,6,13530.0,True
L002071,U030926,3,renewal,12,2023-03-28,60,12,11330.0,True
L002072,U031028,3,renewal,12,2023-03-28,60,12,10150.0,True
L002073,U031058,3,renewal,12,2023-03-28,60,12,10440.0,True
L002074,U031258,3,renewal,12,2023-03-28,36,6,12230.0,True
L002075,U031333,3,renewal,12,2023-03-28,60,12,15150.0,True
L002076,U031371,3,renewal,12,2023-03-28,36,6,13040.0,True
L002077,U031752,3,renewal,12,2023-03-28,36,6,10360.0,True
L002078,U040112,4,renewal,12,2023-03-28,60,12,10260.0,True
L002079,U040143,4,renewal,12,2023-03-28,60,12,9420.0,True
L002080,U040248,4,renewal,12,2023-03-28,60,12,10570.0,True
L002081,U040306,4,renewal,12,2023-03-28,36,6,14770.0,True
L002082,U040381,4,renewal,12,2023-03-28,60,12,10760.0,True
L002083,U040428,4,renewal,12,2023-03-28,36,6,10440.0,True
L002084,U041014,4,renewal,12,2023-03-28,60,12,10820.0,True
L002085,U041038,4,renewal,12,2023-03-28,60,12,13510.0,True
L002086,U050324,5,renewal,12,2023-03-28,36,6,13730.0,True
L002087,U050345,5,renewal,12,2023-03-28,60,12,15460.0,True
L002088,U050350,5,renewal,12,2023-03-28,36,6,13720.0,True
L002089,U050601,5,renewal,12,2023-03-28,36,6,10200.0,True
L002090,U050911,5,renewal,12,2023-03-28,36,6,10900.0,True
L002091,U050947,5,renewal,12,2023-03-28,36,6,10520.0,True
L002092,U050978,5,renewal,12,2023-03-28,60,12,10540.0,True
L002093,U051001,5,renewal,12,2023-03-28,36,6,10280.0,True
L002094,U060015,6,renewal,12,2023-03-28,60,12,10480.0,True
L002095,U060043,6,renewal,12,2023-03-28,36,6,11020.0,True
L002096,U060625,6,renewal,12,2023-03-28,36,6,13560.0,True
L002097,U060883,6,renewal,12,2023-03-28,36,6,14980.0,True
L002098,U061113,6,renewal,12,2023-03-28,60,12,10430.0,True
L002099,U061139,6,renewal,12,2023-03-28,36,6,10660.0,True
L002100,U061197,6,renewal,12,2023-03-28,60,12,13260.0,True
L002101,U140003,14,renewal,12,2023-03-28,60,12,10800.0,True
L002102,U140060,14,renewal,12,2023-03-28,60,12,9850.0,True
L002103,U140088,14,renewal,12,2023-03-28,36,6,12560.0,True
L002104,U140127,14,renewal,12,2023-03-28,36,6,13730.0,True
L002105,U140307,14,renewal,12,2023-03-28,60,12,12260.0,True
L002106,U140334,14,renewal,12,2023-03-28,60,12,9820.0,True
L002107,U140383,14,renewal,12,2023-03-28,60,12,11790.0,True
L002108,U140508,14,renewal,12,2023-03-28,60,12,10080.0,True
L002109,U000233,0,year1,12,2023-03-28,60,12,8890.0,False
L002110,U000573,0,year2_3,12,2023-03-28,60,12,7880.0,False
L002111,U000388,0,year2_3,12,2023-03-28,36,6,10860.0,False
L002112,U000565,0,year1,12,2023-03-28,36,6,9260.0,False
L002113,U010547,1,year1,12,2023-03-28,36,6,13890.0,False
L002114,U010167,1,year2_3,12,2023-03-28,36,6,8190.0,False
L002115,U010409,1,year2_3,12,2023-03-28,36,6,9340.0,False
L002116,U020470,2,year1,12,2023-03-28,60,12,13090.0,False
L002117,U020044,2,year1,12,2023-03-28,36,6,8600.0,False
L002118,U021005,2,year1,12,2023-03-28,60,12,7990.0,False
L002119,U020634,2,year2_3,12,2023-03-28,36,6,9540.0,False
L002120,U020243,2,year2_3,12,2023-03-28,60,12,8890.0,False
L002121,U020703,2,year2_3,12,2023-03-28,36,6,8380.0,False
L002122,U020531,2,year2_3,12,2023-03-28,60,12,9630.0,False
L002123,U021038,2,year1,12,2023-03-28,36,6,8530.0,False
L002124,U020071,2,year1,12,2023-03-28,60,12,10050.0,False
L002125,U020856,2,year4,12,2023-03-28,60,12,8990.0,False
L002126,U020174,2,year1,12,2023-03-28,60,12,12120.0,False
L002127,U020772,2,year2_3,12,2023-03-28,60,12,9150.0,False
L002128,U030073,3,year2_3,12,2023-03-28,60,12,9810.0,False
L002129,U030120,3,year4,12,2023-03-28,60,12,9360.0,False
L002130,U031444,3,year4,12,2023-03-28,60,12,9440.0,False
L002131,U030244,3,year4,12,2023-03-28,60,12,10090.0,False
L002132,U030429,3,year2_3,12,2023-03-28,36,6,11040.0,False
L002133,U030072,3,year2_3,12,2023-03-28,60,12,11140.0,False
L002134,U030603,3,year4,12,2023-03-28,60,12,9510.0,False
L002135,U030809,3,year2_3,12,2023-03-28,60,12,11550.0,False
L002136,U030625,3,year2_3,12,2023-03-28,36,6,10160.0,False
L002137,U030877,3,year1,12,2023-03-28,60,12,12250.0,False
